GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000187634    1     859993     879961    105      25  360521       1.3424     0.089738
ENSG00000188976    1     879583     894679     66      13  360521     -0.45409      0.67512
ENSG00000187961    1     895967     901099     45      11  360521      -1.0117      0.84415
ENSG00000187583    1     901872     910488     55      25  360521      0.95203      0.17054
ENSG00000188290    1     934342     936608     16       5  360521       1.3344     0.091041
ENSG00000187608    1     948847     949920      7       3  360521     -0.54687      0.70777
ENSG00000188157    1     955503     991499    216      34  360521      0.12583      0.44993
ENSG00000237330    1    1007126    1009687     13       7  360521      0.78004      0.21768
ENSG00000131591    1    1017198    1051736    156      18  360521      0.53056      0.29786
ENSG00000162571    1    1109286    1133315    172      22  360521       0.6958      0.24328
ENSG00000186891    1    1138888    1142163     15       4  360521       1.5001     0.066796
ENSG00000186827    1    1146706    1149703     13       6  360521    -0.099085      0.53946
ENSG00000078808    1    1152288    1167447    104       6  360521       1.0966      0.13641
ENSG00000176022    1    1167629    1170421     12       4  360521      0.49785       0.3093
ENSG00000184163    1    1177826    1182102     17       5  360521       2.0597     0.019713
ENSG00000160087    1    1189292    1209234     69      13  360521      0.65848      0.25511
ENSG00000162572    1    1215816    1227409     60      21  360521      0.41356       0.3396
ENSG00000131584    1    1227764    1243304     74      15  360521       1.0963      0.13647
ENSG00000169972    1    1243962    1247057     10       7  360521       1.4156     0.078443
ENSG00000127054    1    1246965    1260067     28       9  360521       1.1285      0.12955
ENSG00000169962    1    1266726    1269844     18      11  360521       0.8941      0.18563
ENSG00000107404    1    1270658    1284509     53      12  360521       1.0806      0.13994
ENSG00000162576    1    1288071    1297183     33       7  360521      0.89885      0.18437
ENSG00000175756    1    1309110    1310818      9       4  360521       1.3075     0.095525
ENSG00000221978    1    1321091    1334718     31      11  360521      0.56854      0.28483
ENSG00000242485    1    1337276    1342693     18       7  360521      0.45084      0.32605
ENSG00000235098    1    1353800    1356824     12       3  360521    -0.079036       0.5315
ENSG00000205116    1    1361508    1363167     10       4  360521    -0.037715      0.51504
