GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000187634    1     859993     879961    105      25  173061      -2.1272       0.9833
ENSG00000188976    1     879583     894679     66      13  173061      -1.0274      0.84788
ENSG00000187961    1     895967     901099     45      11  173061      -1.7315      0.95832
ENSG00000187583    1     901872     910488     55      25  173061      -1.9944      0.97695
ENSG00000188290    1     934342     936608     16       5  173061   -0.0025154        0.501
ENSG00000187608    1     948847     949920      7       3  173061       1.2231      0.11064
ENSG00000188157    1     955503     991499    216      34  173061     -0.69079      0.75515
ENSG00000237330    1    1007126    1009687     13       7  173061      -1.2256      0.88982
ENSG00000131591    1    1017198    1051736    156      18  173061     -0.48968      0.68782
ENSG00000162571    1    1109286    1133315    172      22  173061      0.88023      0.18937
ENSG00000186891    1    1138888    1142163     15       4  173061      0.40869      0.34138
ENSG00000186827    1    1146706    1149703     13       6  173061      0.13674      0.44562
ENSG00000078808    1    1152288    1167447    104       6  173061       0.3222      0.37365
ENSG00000176022    1    1167629    1170421     12       4  173061      0.18629      0.42611
ENSG00000184163    1    1177826    1182102     17       5  173061     -0.50345      0.69267
ENSG00000160087    1    1189292    1209234     69      13  173061     -0.48011      0.68442
ENSG00000162572    1    1215816    1227409     60      21  173061       1.0417      0.14877
ENSG00000131584    1    1227764    1243304     74      15  173061        1.816     0.034685
ENSG00000169972    1    1243962    1247057     10       7  173061       1.2582      0.10417
ENSG00000127054    1    1246965    1260067     28       9  173061       1.7109     0.043545
ENSG00000169962    1    1266726    1269844     18      11  173061      0.83889      0.20077
ENSG00000107404    1    1270658    1284509     53      12  173061       1.6627      0.04819
ENSG00000162576    1    1288071    1297183     33       7  173061       1.9284     0.026905
ENSG00000175756    1    1309110    1310818      9       4  173061      0.95025      0.17099
ENSG00000221978    1    1321091    1334718     31      11  173061       1.0318      0.15109
ENSG00000242485    1    1337276    1342693     18       7  173061       1.2313       0.1091
ENSG00000235098    1    1353800    1356824     12       3  173061       1.0135      0.15541
ENSG00000205116    1    1361508    1363167     10       4  173061       1.6999     0.044573
ENSG00000179403    1    1370903    1378262     24       7  173061      0.78684      0.21569
ENSG00000215915    1    1378152    1405538    101      18  173061       0.1381      0.44508
ENSG00000160072    1    1407139    1444852    168      18  173061     -0.48588      0.68647
ENSG00000197785    1    1447523    1470067    107      13  173061      -1.2405       0.8926
ENSG00000205090    1    1470158    1475740     12       6  173061      0.17188      0.43176
ENSG00000160075    1    1477053    1510262    102      10  173061     -0.64081      0.73918
ENSG00000228594    1    1533388    1535476      2       1  173061       1.6454     0.049945
ENSG00000197530    1    1550795    1565990     36       7  173061      0.61295      0.26996
ENSG00000189409    1    1567060    1570030      2       1  173061      0.56828      0.28492
ENSG00000248333    1    1571100    1590473     33       4  173061      -1.2582      0.89584
ENSG00000189339    1    1591486    1624243     89      15  173061     -0.31591      0.62396
ENSG00000008128    1    1633822    1655999    109       7  173061       1.6316     0.051387
ENSG00000215790    1    1656277    1677438     79      10  173061      0.90707      0.18218
ENSG00000008130    1    1682671    1711508    104      19  173061     -0.27629      0.60884
ENSG00000078369    1    1716725    1822552    242      39  173061     -0.34799      0.63608
ENSG00000169885    1    1846266    1848733     14       5  173061    -0.033764      0.51347
ENSG00000178821    1    1849029    1850740      9       4  173061     -0.17175      0.56818
ENSG00000187730    1    1950768    1962192     43      12  173061       1.3754     0.084509
ENSG00000067606    1    1981909    2116834    664      60  173061     -0.04031      0.51608
ENSG00000162585    1    2115899    2144159     87      25  173061      -1.2705      0.89804
ENSG00000157933    1    2160134    2241652    373      74  173061      0.34409      0.36539
ENSG00000116151    1    2251719    2323190    445      60  173061      0.14881      0.44085
ENSG00000157916    1    2323214    2336883     53      19  173061     -0.79306      0.78613
ENSG00000157911    1    2336241    2344010     41      18  173061    0.0065589      0.49738
