GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000187634    1     859993     879961    105      25  116636     -0.66235      0.74613
ENSG00000188976    1     879583     894679     66      13  116636      -2.0368      0.97916
ENSG00000187961    1     895967     901099     45      11  116636     -0.97581      0.83542
ENSG00000187583    1     901872     910488     55      25  116636      -1.1366      0.87215
ENSG00000188290    1     934342     936608     16       5  116636      0.26353      0.39607
ENSG00000187608    1     948847     949920      7       3  116636    -0.092372       0.5368
ENSG00000188157    1     955503     991499    216      34  116636      0.38937       0.3485
ENSG00000237330    1    1007126    1009687     13       7  116636     -0.90451      0.81714
ENSG00000131591    1    1017198    1051736    156      18  116636      -0.9226      0.82189
ENSG00000162571    1    1109286    1133315    172      22  116636     -0.92812      0.82333
ENSG00000186891    1    1138888    1142163     15       4  116636     0.092574      0.46312
ENSG00000186827    1    1146706    1149703     13       6  116636     -0.94986      0.82891
ENSG00000078808    1    1152288    1167447    104       6  116636     -0.10871      0.54329
ENSG00000176022    1    1167629    1170421     12       4  116636       0.6918      0.24453
ENSG00000184163    1    1177826    1182102     17       5  116636       1.4317     0.076108
ENSG00000160087    1    1189292    1209234     69      13  116636       1.3445     0.089395
ENSG00000162572    1    1215816    1227409     60      21  116636       2.1802      0.01462
ENSG00000131584    1    1227764    1243304     74      15  116636      0.35266      0.36217
ENSG00000169972    1    1243962    1247057     10       7  116636    -0.024363      0.50972
ENSG00000127054    1    1246965    1260067     28       9  116636     -0.28618      0.61263
ENSG00000169962    1    1266726    1269844     18      11  116636      0.24789      0.40211
ENSG00000107404    1    1270658    1284509     53      12  116636      0.43685      0.33111
ENSG00000162576    1    1288071    1297183     33       7  116636     -0.71985      0.76419
ENSG00000175756    1    1309110    1310818      9       4  116636       0.4178      0.33805
ENSG00000221978    1    1321091    1334718     31      11  116636     0.094851      0.46222
ENSG00000242485    1    1337276    1342693     18       7  116636      0.55682      0.28882
ENSG00000235098    1    1353800    1356824     12       3  116636      0.88066      0.18925
ENSG00000205116    1    1361508    1363167     10       4  116636     -0.42089      0.66308
ENSG00000179403    1    1370903    1378262     24       7  116636      0.91992      0.17881
ENSG00000215915    1    1378152    1405538    101      18  116636      0.10118       0.4597
ENSG00000160072    1    1407139    1444852    168      18  116636     -0.17216      0.56835
ENSG00000197785    1    1447523    1470067    107      13  116636     -0.14248      0.55665
ENSG00000205090    1    1470158    1475740     12       6  116636      0.50098      0.30819
ENSG00000160075    1    1477053    1510262    102      10  116636      0.61658      0.26876
ENSG00000228594    1    1533388    1535476      2       1  116636       0.2346      0.40726
ENSG00000197530    1    1550795    1565990     36       7  116636     -0.26862      0.60589
ENSG00000189409    1    1567060    1570030      2       1  116636      0.46943      0.31938
ENSG00000248333    1    1571100    1590473     33       4  116636     -0.59275      0.72333
ENSG00000189339    1    1591486    1624243     89      15  116636    -0.043001      0.51715
ENSG00000008128    1    1633822    1655999    109       7  116636      0.20811      0.41757
ENSG00000215790    1    1656277    1677438     79      10  116636      0.83853      0.20087
ENSG00000008130    1    1682671    1711508    104      19  116636      0.81603      0.20724
ENSG00000078369    1    1716725    1822552    242      39  116636     -0.24236      0.59575
ENSG00000169885    1    1846266    1848733     14       5  116636       0.1325      0.44729
ENSG00000178821    1    1849029    1850740      9       4  116636      0.85112      0.19735
ENSG00000187730    1    1950768    1962192     43      12  116636     -0.48113      0.68479
ENSG00000067606    1    1981909    2116834    664      60  116636       1.1938      0.11627
ENSG00000162585    1    2115899    2144159     87      25  116636      -1.4313      0.92383
ENSG00000157933    1    2160134    2241652    373      74  116636      -0.7699      0.77932
ENSG00000116151    1    2251719    2323190    445      60  116636     0.094171      0.46249
ENSG00000157916    1    2323214    2336883     53      19  116636     -0.81493      0.79244
ENSG00000157911    1    2336241    2344010     41      18  116636       -1.188      0.88258
ENSG00000149527    1    2407754    2436964    144      34  116636     -0.46047      0.67741
ENSG00000157881    1    2439975    2458061     98      24  116636      0.29892       0.3825
ENSG00000197921    1    2460184    2461684      6       4  116636      0.48935       0.3123
ENSG00000157873    1    2487291    2495268     32      11  116636      -1.5067      0.93405
ENSG00000157870    1    2517899    2522908     24      13  116636     -0.49766      0.69064
ENSG00000142606    1    2522078    2564499    234      20  116636     -0.77211      0.77997
ENSG00000215912    1    2572807    2706230    431      31  116636     -0.73402      0.76853
ENSG00000169717    1    2938046    2939467      7       4  116636     -0.52073      0.69872
ENSG00000142611    1    2985565    3355185   1987     205  116636       1.2177      0.11167
ENSG00000130762    1    3371147    3397677    127      20  116636       1.7491     0.040138
ENSG00000162591    1    3404506    3528059    669     101  116636     -0.84914       0.8021
ENSG00000158109    1    3541556    3546695     15       6  116636       1.3754     0.084509
ENSG00000116213    1    3547331    3566671     68      21  116636      0.50242      0.30769
ENSG00000078900    1    3569129    3652765    384      71  116636      0.62515      0.26594
ENSG00000162592    1    3668965    3688209     84      20  116636      0.54816      0.29179
ENSG00000235169    1    3689352    3692546     13       5  116636      0.78926      0.21498
ENSG00000130764    1    3696784    3713068     97      20  116636       1.2159      0.11201
ENSG00000116198    1    3728645    3773797    335      20  116636      0.18275       0.4275
ENSG00000169598    1    3773845    3801993    194      28  116636      0.31905      0.37485
