GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000187634    1     859993     879961    105      25  356078       2.0209     0.021646
ENSG00000188976    1     879583     894679     66      13  356078       0.3757      0.35357
ENSG00000187961    1     895967     901099     45      11  356078      0.59527      0.27583
ENSG00000187583    1     901872     910488     55      25  356078       1.3178     0.093783
ENSG00000188290    1     934342     936608     16       5  356078     -0.12159      0.54839
ENSG00000187608    1     948847     949920      7       3  356078       -1.191      0.88316
ENSG00000188157    1     955503     991499    216      34  356078     -0.15483      0.56152
ENSG00000237330    1    1007126    1009687     13       7  356078     -0.38001      0.64803
ENSG00000131591    1    1017198    1051736    156      18  356078      0.39922      0.34487
ENSG00000162571    1    1109286    1133315    172      22  356078       1.0817       0.1397
ENSG00000186891    1    1138888    1142163     15       4  356078     -0.43123      0.66685
ENSG00000186827    1    1146706    1149703     13       6  356078      0.87176      0.19167
ENSG00000078808    1    1152288    1167447    104       6  356078      0.89331      0.18584
ENSG00000176022    1    1167629    1170421     12       4  356078       1.1185      0.13169
ENSG00000184163    1    1177826    1182102     17       5  356078       2.1465     0.015917
ENSG00000160087    1    1189292    1209234     69      13  356078       1.3524     0.088116
ENSG00000162572    1    1215816    1227409     60      21  356078       1.1502      0.12504
ENSG00000131584    1    1227764    1243304     74      15  356078     -0.29538      0.61615
ENSG00000169972    1    1243962    1247057     10       7  356078      -1.2785      0.89946
ENSG00000127054    1    1246965    1260067     28       9  356078    -0.084995      0.53387
ENSG00000169962    1    1266726    1269844     18      11  356078      -1.3645      0.91379
ENSG00000107404    1    1270658    1284509     53      12  356078     -0.77341      0.78036
ENSG00000162576    1    1288071    1297183     33       7  356078     0.065049      0.47407
ENSG00000175756    1    1309110    1310818      9       4  356078      -1.1507      0.87506
ENSG00000221978    1    1321091    1334718     31      11  356078       0.6567      0.25569
ENSG00000242485    1    1337276    1342693     18       7  356078     -0.26353      0.60393
ENSG00000235098    1    1353800    1356824     12       3  356078      0.23562      0.40687
ENSG00000205116    1    1361508    1363167     10       4  356078       0.1086      0.45676
ENSG00000179403    1    1370903    1378262     24       7  356078       1.3246      0.09265
ENSG00000215915    1    1378152    1405538    101      18  356078       1.7524     0.039855
ENSG00000160072    1    1407139    1444852    168      18  356078       1.1701      0.12098
ENSG00000197785    1    1447523    1470067    107      13  356078      0.92354      0.17786
ENSG00000205090    1    1470158    1475740     12       6  356078     -0.58677      0.72132
ENSG00000160075    1    1477053    1510262    102      10  356078      0.38143      0.35144
ENSG00000228594    1    1533388    1535476      2       1  356078      -1.2777      0.89933
ENSG00000197530    1    1550795    1565990     36       7  356078      -1.0457      0.85216
ENSG00000189409    1    1567060    1570030      2       1  356078     -0.69627      0.75687
ENSG00000248333    1    1571100    1590473     33       4  356078      0.90155      0.18365
ENSG00000189339    1    1591486    1624243     89      15  356078      0.69605       0.2432
ENSG00000008128    1    1633822    1655999    109       7  356078     0.024105      0.49038
ENSG00000215790    1    1656277    1677438     79      10  356078      0.86465      0.19361
ENSG00000008130    1    1682671    1711508    104      19  356078      0.65865      0.25506
ENSG00000078369    1    1716725    1822552    242      39  356078      0.76161      0.22315
ENSG00000169885    1    1846266    1848733     14       5  356078     -0.20504      0.58123
ENSG00000178821    1    1849029    1850740      9       4  356078     -0.38119      0.64847
ENSG00000187730    1    1950768    1962192     43      12  356078      0.56003      0.28773
ENSG00000067606    1    1981909    2116834    664      60  356078       1.1953      0.11599
ENSG00000162585    1    2115899    2144159     87      25  356078      0.64706       0.2588
ENSG00000157933    1    2160134    2241652    373      74  356078      0.40381      0.34318
ENSG00000116151    1    2251719    2323190    445      60  356078      -1.1889      0.88276
ENSG00000157916    1    2323214    2336883     53      19  356078       0.9472      0.17177
ENSG00000157911    1    2336241    2344010     41      18  356078        1.464     0.071594
ENSG00000149527    1    2407754    2436964    144      34  356078     -0.51725      0.69751
ENSG00000157881    1    2439975    2458061     98      24  356078      0.65478       0.2563
ENSG00000197921    1    2460184    2461684      6       4  356078     -0.20755      0.58221
ENSG00000157873    1    2487291    2495268     32      11  356078       1.3667     0.085852
ENSG00000157870    1    2517899    2522908     24      13  356078       1.7295     0.041864
ENSG00000142606    1    2522078    2564499    234      20  356078      0.94174      0.17316
ENSG00000215912    1    2572807    2706230    431      31  356078       1.3743     0.084681
ENSG00000169717    1    2938046    2939467      7       4  356078     -0.88985      0.81323
ENSG00000142611    1    2985565    3355185   1987     205  356078      0.48105      0.31524
ENSG00000130762    1    3371147    3397677    127      20  356078      -1.8616      0.96867
ENSG00000162591    1    3404506    3528059    669     101  356078       1.3434     0.089577
ENSG00000158109    1    3541556    3546695     15       6  356078       1.2936     0.097905
ENSG00000116213    1    3547331    3566671     68      21  356078      0.20977      0.41692
ENSG00000078900    1    3569129    3652765    384      71  356078       0.4562      0.32412
ENSG00000162592    1    3668965    3688209     84      20  356078       1.4217     0.077561
ENSG00000235169    1    3689352    3692546     13       5  356078     -0.36632      0.64294
ENSG00000130764    1    3696784    3713068     97      20  356078     -0.35159      0.63743
ENSG00000116198    1    3728645    3773797    335      20  356078    -0.070461      0.52809
ENSG00000169598    1    3773845    3801993    194      28  356078      -1.5697      0.94175
ENSG00000198912    1    3805697    3816857     57      13  356078      0.87212      0.19157
ENSG00000196581    1    4715105    4843851    846     107  356078     0.088727      0.46465
ENSG00000131697    1    5922870    6052618    597      36  356078      0.40198      0.34385
ENSG00000069424    1    6052358    6161253    467      72  356078      0.57355      0.28314
ENSG00000116254    1    6161847    6240194    390      51  356078      -0.4178      0.66195
ENSG00000116251    1    6245080    6259679     44      10  356078      0.15092      0.44002
ENSG00000158286    1    6266189    6281359     60      12  356078    -0.017894      0.50714
ENSG00000116237    1    6281253    6296044     53      12  356078     0.046813      0.48133
ENSG00000173673    1    6304252    6305638      6       3  356078      0.90668      0.18229
ENSG00000158292    1    6307406    6321035     50       6  356078      0.48559      0.31363
ENSG00000097021    1    6324332    6453826    613      33  356078      0.30668      0.37954
ENSG00000069812    1    6475292    6484724     35       8  356078     -0.34199      0.63382
ENSG00000187017    1    6484836    6521004    143      20  356078     0.092892      0.46299
ENSG00000215788    1    6520787    6527432     34      13  356078       1.4167     0.078291
ENSG00000171680    1    6526152    6580121    230      47  356078      0.65998      0.25463
ENSG00000162408    1    6581407    6614658    166      10  356078    -0.038713      0.51544
ENSG00000173662    1    6614987    6639817     97      21  356078      0.38974      0.34836
ENSG00000204859    1    6640051    6649340     20      11  356078     -0.86087      0.80534
ENSG00000162413    1    6650784    6662958     56      22  356078     -0.56548      0.71413
ENSG00000116273    1    6673756    6684093     30       8  356078      -1.3074      0.90446
ENSG00000041988    1    6684925    6695646     47      13  356078      -0.6516      0.74267
ENSG00000007923    1    6694228    6761966    237      39  356078       1.1772      0.11956
ENSG00000171735    1    6845384    7829766   3850     277  356078       2.8104    0.0024739
ENSG00000049245    1    7831329    7841492     44      13  356078     -0.71474      0.76261
ENSG00000049246    1    7844413    7905241    302      33  356078      -1.7429      0.95933
ENSG00000049247    1    7907672    7913551     28      11  356078     0.035978      0.48565
ENSG00000049249    1    7975931    8003225     83      15  356078      0.33648      0.36826
ENSG00000116288    1    8021714    8045342     81      18  356078      -0.1613      0.56407
ENSG00000116285    1    8071779    8086393     34      10  356078     -0.13595      0.55407
ENSG00000162426    1    8378171    8404227    109      20  356078       1.1478      0.12552
ENSG00000142599    1    8412464    8877699   1131      49  356078      0.41965      0.33737
ENSG00000074800    1    8921059    8939151     45      13  356078      0.48996      0.31208
ENSG00000131686    1    9005893    9035151    164      37  356078     0.047979      0.48087
ENSG00000197241    1    9063359    9086404    100      29  356078      0.90733      0.18212
ENSG00000142583    1    9097005    9131763    162      25  356078       2.2144     0.013401
ENSG00000180758    1    9163472    9189229     98      21  356078      0.89047      0.18661
ENSG00000049239    1    9294822    9331396    157      36  356078       1.3935     0.081727
ENSG00000171621    1    9335202    9429591    597      96  356078   -0.0018797      0.50075
ENSG00000171612    1    9599528    9642831    104      23  356078      0.83249      0.20257
ENSG00000188807    1    9648932    9674935     72      20  356078     0.070659      0.47183
ENSG00000171608    1    9711789    9789172    264      48  356078       2.1931     0.014151
ENSG00000171603    1    9789079    9884550    272      38  356078    -0.068294      0.52722
ENSG00000178585    1    9908334    9970316    192      44  356078     0.017554        0.493
ENSG00000162441    1    9982168   10003460     74      19  356078     -0.49136      0.68842
ENSG00000173614    1   10003486   10045556    131      27  356078    -0.070136      0.52796
ENSG00000162444    1   10057255   10076078     61      11  356078     -0.92558      0.82267
ENSG00000130939    1   10093041   10241297    520      33  356078       -1.049      0.85291
ENSG00000054523    1   10270606   10441664    721      29  356078      0.29142      0.38536
ENSG00000142657    1   10458884   10480565     71      14  356078      0.23862       0.4057
ENSG00000175279    1   10489944   10510239     83      14  356078      -0.7913      0.78562
ENSG00000241563    1   10509776   10512060      5       2  356078     -0.73726      0.76952
ENSG00000160049    1   10520588   10532613     44      17  356078      -0.8548      0.80367
ENSG00000142655    1   10535003   10690815    550      49  356078     -0.77848      0.78186
ENSG00000130940    1   10696661   10856733    570      97  356078     -0.64426       0.7403
ENSG00000175262    1   11006530   11042094    143      21  356078     -0.57308      0.71671
ENSG00000120948    1   11072462   11085549     33       7  356078      0.94211      0.17307
ENSG00000009724    1   11086580   11107296     84      15  356078       0.8319      0.20273
ENSG00000116649    1   11114649   11120091     12       5  356078        1.097      0.13631
ENSG00000171824    1   11126675   11159961    123      10  356078       0.6014      0.27379
ENSG00000198793    1   11166588   11322614    442      18  356078      0.54667       0.2923
ENSG00000171819    1   11249346   11256038     20       5  356078      0.29392      0.38441
ENSG00000120942    1   11333255   11348491     30       6  356078     -0.36496      0.64243
ENSG00000204624    1   11539295   11597640    206      27  356078     -0.13794      0.55486
ENSG00000116661    1   11707924   11714888     25      14  356078       0.6338      0.26311
ENSG00000132879    1   11714432   11723384     31      11  356078     -0.36509      0.64248
ENSG00000116663    1   11724150   11734411     50      14  356078    -0.028398      0.51133
ENSG00000116670    1   11734537   11751678     77      17  356078     -0.49989      0.69142
ENSG00000162490    1   11751781   11780336    109      21  356078     -0.15834      0.56291
ENSG00000177674    1   11796142   11810828     49      11  356078      -1.7819      0.96261
ENSG00000215910    1   11823827   11849642    168      13  356078     -0.23665      0.59354
ENSG00000177000    1   11845787   11866160     89      13  356078      0.32067      0.37423
ENSG00000011021    1   11866153   11903201    224      19  356078      0.39513      0.34637
ENSG00000175206    1   11905766   11907840     19       5  356078     -0.13548      0.55388
ENSG00000120937    1   11917521   11918992      4       2  356078      -0.2845      0.61198
ENSG00000116685    1   11979645   11986485     31      11  356078      0.80406      0.21068
ENSG00000083444    1   11994724   12035599    159      21  356078       1.4637     0.071635
ENSG00000116688    1   12040238   12073572    115      15  356078       1.0713      0.14202
ENSG00000116691    1   12079299   12092106     31       9  356078      0.26774      0.39445
ENSG00000120949    1   12123434   12204264    250      51  356078       1.8279     0.033785
ENSG00000028137    1   12227044   12269279    164      24  356078      0.32052      0.37429
ENSG00000048707    1   12290101   12572099    796      35  356078    -0.027558      0.51099
ENSG00000162496    1   12627939   12677820    209      44  356078     -0.13722      0.55457
ENSG00000204518    1   12704566   12727097     78      11  356078      0.94676      0.17188
ENSG00000188984    1   12776118   12788726     51       9  356078     -0.78752      0.78451
ENSG00000157330    1   12806163   12821102     45      10  356078     -0.34542      0.63511
ENSG00000116726    1   12834984   12838049     10       3  356078       0.2697      0.39369
ENSG00000116721    1   12851546   12856777     17       9  356078      0.10325      0.45888
ENSG00000204513    1   12884468   12891264      2       1  356078       0.4861      0.31345
ENSG00000179172    1   12907261   12908578      7       3  356078       1.5756     0.057556
ENSG00000120952    1   12916941   12921764     32       7  356078      0.70938      0.23904
ENSG00000243073    1   12939033   12946025      6       1  356078      -1.0099      0.84374
ENSG00000187545    1   12952727   12958094      2       1  356078      0.41604      0.33869
ENSG00000204488    1   13495254   13498260      1       1  356078        0.122      0.45145
ENSG00000162494    1   13801445   13840242    185      41  356078     -0.46384      0.67862
ENSG00000162493    1   13910252   13944452    155      39  356078      0.42274      0.33624
ENSG00000116731    1   14026714   14151574    511      43  356078      0.29682       0.3833
ENSG00000189337    1   14219646   15444544   6070     428  356078     -0.54045      0.70556
ENSG00000171729    1   15479028   15546974    414      31  356078       1.7047     0.044125
ENSG00000204464    1   15490692   15498120     35      10  356078       1.6374     0.050771
ENSG00000142621    1   15573730   15724767    634      80  356078      0.33884      0.36736
ENSG00000142634    1   15736391   15756839     91      31  356078      -1.3073      0.90445
ENSG00000162438    1   15764938   15773153     32      14  356078     -0.83949       0.7994
ENSG00000142615    1   15783223   15798586     78      15  356078      0.71782      0.23643
ENSG00000215704    1   15802596   15817895     67      16  356078     -0.48784      0.68717
ENSG00000132906    1   15817896   15851407    167      16  356078      -1.5022      0.93348
ENSG00000116138    1   15853343   15898228    159      21  356078      -1.2179      0.88837
ENSG00000116771    1   15898194   15911605     81      12  356078      -1.2052      0.88594
ENSG00000197312    1   15943953   15995539    173      16  356078    -0.011086      0.50442
ENSG00000215695    1   15986364   15988217      8       5  356078        0.289      0.38629
ENSG00000116786    1   16010632   16061264    220      27  356078     -0.22348      0.58842
ENSG00000162461    1   16062721   16067884     12       7  356078      0.80482      0.21046
ENSG00000162460    1   16068987   16074292     32      10  356078      -2.0893      0.98166
ENSG00000162458    1   16083107   16113089    128      26  356078      -1.1951      0.88398
ENSG00000065526    1   16174359   16266951    283      35  356078      -1.4826      0.93092
ENSG00000116809    1   16268364   16302627     96      30  356078      -2.3196      0.98982
ENSG00000183888    1   16330731   16333184     19       8  356078      -1.1685       0.8787
ENSG00000173641    1   16340523   16346084     49       6  356078      -2.4799      0.99343
ENSG00000186510    1   16348486   16360548     97      19  356078      -1.2225      0.88925
ENSG00000184908    1   16370231   16383821    160      21  356078     -0.21824      0.58638
ENSG00000185519    1   16384264   16400127    110      18  356078     -0.84166      0.80001
ENSG00000142627    1   16450832   16482582     94      30  356078      0.41965      0.33737
ENSG00000142632    1   16524599   16539104     76      12  356078     -0.29663      0.61663
ENSG00000132881    1   16558182   16563659     20       9  356078      -1.0075      0.84316
ENSG00000037637    1   16573339   16678965    330      23  356078     0.038829      0.48451
ENSG00000055070    1   16693525   16724643     89      17  356078     0.072709      0.47102
ENSG00000187144    1   16722101   16763919    175      39  356078      -1.4032      0.91973
ENSG00000157191    1   16767167   16786585     68      22  356078     -0.82765      0.79607
ENSG00000268674    1   16865561   16866198      2       1  356078     -0.43235      0.66726
ENSG00000219481    1   16888922   16940100      1       1  356078     -0.56542      0.71411
ENSG00000058453    1   17248445   17299474    152      29  356078      0.89334      0.18584
ENSG00000117122    1   17300997   17308081     24       7  356078      0.30362      0.38071
ENSG00000159363    1   17312453   17338467     74      18  356078      -0.4586      0.67674
ENSG00000117118    1   17345217   17380665    140      17  356078     -0.95693       0.8307
ENSG00000117115    1   17393256   17445948    334      26  356078    -0.043959      0.51753
ENSG00000142623    1   17531621   17572501    220      64  356078      -1.2484      0.89405
ENSG00000142619    1   17575593   17610728    227      40  356078     -0.54398      0.70677
ENSG00000159339    1   17634690   17690495    366      32  356078      0.26457      0.39567
ENSG00000179051    1   17733251   17766250    131      30  356078      -0.4504      0.67379
ENSG00000074964    1   17846693   18024370    635      85  356078      0.24647      0.40266
ENSG00000117148    1   18081808   18153558    289      34  356078      0.41176      0.34026
ENSG00000117154    1   18434240   18704977   1266     153  356078      0.82694      0.20414
