GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000187634    1     859993     879961    105      25  350053     -0.71193      0.76175
ENSG00000188976    1     879583     894679     66      13  350053     -0.35938      0.64035
ENSG00000187961    1     895967     901099     45      11  350053     -0.84909      0.80208
ENSG00000187583    1     901872     910488     55      25  350053        2.166     0.015154
ENSG00000188290    1     934342     936608     16       5  350053       2.3375    0.0097069
ENSG00000187608    1     948847     949920      7       3  350053       0.3175      0.37543
ENSG00000188157    1     955503     991499    216      34  350053       1.0616      0.14421
ENSG00000237330    1    1007126    1009687     13       7  350053      0.25189      0.40056
ENSG00000131591    1    1017198    1051736    156      18  350053      0.70763      0.23959
ENSG00000162571    1    1109286    1133315    172      22  350053      0.77915      0.21794
ENSG00000186891    1    1138888    1142163     15       4  350053      -1.1092      0.86634
ENSG00000186827    1    1146706    1149703     13       6  350053     -0.12571      0.55002
ENSG00000078808    1    1152288    1167447    104       6  350053     -0.19445      0.57709
ENSG00000176022    1    1167629    1170421     12       4  350053     -0.86925      0.80765
ENSG00000184163    1    1177826    1182102     17       5  350053       1.0414      0.14885
ENSG00000160087    1    1189292    1209234     69      13  350053      0.27102      0.39319
ENSG00000162572    1    1215816    1227409     60      21  350053      0.08462      0.46628
ENSG00000131584    1    1227764    1243304     74      15  350053     -0.97201      0.83448
ENSG00000169972    1    1243962    1247057     10       7  350053      -1.5789      0.94283
ENSG00000127054    1    1246965    1260067     28       9  350053      -1.1103      0.86657
ENSG00000169962    1    1266726    1269844     18      11  350053      -1.8855      0.97032
ENSG00000107404    1    1270658    1284509     53      12  350053      -1.1837      0.88174
ENSG00000162576    1    1288071    1297183     33       7  350053     -0.34681      0.63563
ENSG00000175756    1    1309110    1310818      9       4  350053     -0.48763      0.68709
ENSG00000221978    1    1321091    1334718     31      11  350053       1.1563      0.12378
ENSG00000242485    1    1337276    1342693     18       7  350053      0.51916      0.30182
ENSG00000235098    1    1353800    1356824     12       3  350053       1.7932     0.036469
ENSG00000205116    1    1361508    1363167     10       4  350053     -0.73253      0.76808
ENSG00000179403    1    1370903    1378262     24       7  350053     -0.12659      0.55037
ENSG00000215915    1    1378152    1405538    101      18  350053     -0.61403       0.7304
ENSG00000160072    1    1407139    1444852    168      18  350053      0.64349      0.25995
ENSG00000197785    1    1447523    1470067    107      13  350053      -1.3877      0.91738
ENSG00000205090    1    1470158    1475740     12       6  350053     -0.17012      0.56754
ENSG00000160075    1    1477053    1510262    102      10  350053       -1.328      0.90792
ENSG00000228594    1    1533388    1535476      2       1  350053      0.53542      0.29618
ENSG00000197530    1    1550795    1565990     36       7  350053       0.8506       0.1975
ENSG00000189409    1    1567060    1570030      2       1  350053       1.0006       0.1585
ENSG00000248333    1    1571100    1590473     33       4  350053       2.4084    0.0080109
ENSG00000189339    1    1591486    1624243     89      15  350053       2.0592     0.019736
ENSG00000008128    1    1633822    1655999    109       7  350053       1.5499     0.060577
ENSG00000215790    1    1656277    1677438     79      10  350053       1.5956     0.055294
ENSG00000008130    1    1682671    1711508    104      19  350053       1.5809     0.056947
ENSG00000078369    1    1716725    1822552    242      39  350053       1.9756     0.024098
ENSG00000169885    1    1846266    1848733     14       5  350053       0.2547      0.39948
ENSG00000178821    1    1849029    1850740      9       4  350053       1.0623      0.14405
ENSG00000187730    1    1950768    1962192     43      12  350053       -1.253       0.8949
ENSG00000067606    1    1981909    2116834    664      60  350053       3.2409   0.00059581
ENSG00000162585    1    2115899    2144159     87      25  350053       3.0606    0.0011043
ENSG00000157933    1    2160134    2241652    373      74  350053        2.116     0.017173
ENSG00000116151    1    2251719    2323190    445      60  350053      0.92876      0.17651
ENSG00000157916    1    2323214    2336883     53      19  350053     -0.48746      0.68703
ENSG00000157911    1    2336241    2344010     41      18  350053      -1.1921      0.88338
ENSG00000149527    1    2407754    2436964    144      34  350053     -0.88568       0.8121
ENSG00000157881    1    2439975    2458061     98      24  350053       -2.038      0.97922
ENSG00000197921    1    2460184    2461684      6       4  350053      0.49162       0.3115
ENSG00000157873    1    2487291    2495268     32      11  350053     0.022265      0.49112
ENSG00000157870    1    2517899    2522908     24      13  350053      0.68512      0.24663
ENSG00000142606    1    2522078    2564499    234      20  350053       1.0297      0.15157
ENSG00000215912    1    2572807    2706230    431      31  350053      0.74118      0.22929
