GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000187634    1     859993     879961    105      25  272338      -1.0514      0.85346
ENSG00000188976    1     879583     894679     66      13  272338      0.10378      0.45867
ENSG00000187961    1     895967     901099     45      11  272338      0.11897      0.45265
ENSG00000187583    1     901872     910488     55      25  272338      0.16509      0.43444
ENSG00000188290    1     934342     936608     16       5  272338      0.83547      0.20173
ENSG00000187608    1     948847     949920      7       3  272338      -1.0961      0.86349
ENSG00000188157    1     955503     991499    216      34  272338     -0.54785       0.7081
ENSG00000237330    1    1007126    1009687     13       7  272338      0.95494       0.1698
ENSG00000131591    1    1017198    1051736    156      18  272338       1.3895     0.082341
ENSG00000162571    1    1109286    1133315    172      22  272338       1.5111     0.065379
ENSG00000186891    1    1138888    1142163     15       4  272338     0.086647      0.46548
ENSG00000186827    1    1146706    1149703     13       6  272338     -0.29684      0.61671
ENSG00000078808    1    1152288    1167447    104       6  272338       1.4405     0.074867
ENSG00000176022    1    1167629    1170421     12       4  272338      0.70332      0.24093
ENSG00000184163    1    1177826    1182102     17       5  272338      0.71014      0.23881
ENSG00000160087    1    1189292    1209234     69      13  272338       1.3855     0.082951
ENSG00000162572    1    1215816    1227409     60      21  272338       1.3362     0.090735
ENSG00000131584    1    1227764    1243304     74      15  272338        1.394     0.081665
ENSG00000169972    1    1243962    1247057     10       7  272338       1.6548     0.048982
ENSG00000127054    1    1246965    1260067     28       9  272338       2.3508    0.0093666
ENSG00000169962    1    1266726    1269844     18      11  272338       1.1937       0.1163
ENSG00000107404    1    1270658    1284509     53      12  272338       2.1391     0.016212
ENSG00000162576    1    1288071    1297183     33       7  272338       1.9083     0.028174
ENSG00000175756    1    1309110    1310818      9       4  272338       2.0512     0.020122
ENSG00000221978    1    1321091    1334718     31      11  272338       2.9461    0.0016092
ENSG00000242485    1    1337276    1342693     18       7  272338        2.468    0.0067927
ENSG00000235098    1    1353800    1356824     12       3  272338       2.2898     0.011017
ENSG00000205116    1    1361508    1363167     10       4  272338       3.2167    0.0006484
ENSG00000179403    1    1370903    1378262     24       7  272338       2.5965    0.0047087
ENSG00000215915    1    1378152    1405538    101      18  272338       1.5721      0.05796
ENSG00000160072    1    1407139    1444852    168      18  272338      0.82743        0.204
ENSG00000197785    1    1447523    1470067    107      13  272338       1.4841     0.068892
ENSG00000205090    1    1470158    1475740     12       6  272338       2.1833     0.014506
ENSG00000160075    1    1477053    1510262    102      10  272338       2.1366     0.016317
ENSG00000228594    1    1533388    1535476      2       1  272338       2.5989    0.0046762
ENSG00000197530    1    1550795    1565990     36       7  272338       3.8685   5.4764e-05
ENSG00000189409    1    1567060    1570030      2       1  272338       1.3873     0.082681
ENSG00000248333    1    1571100    1590473     33       4  272338       3.0883    0.0010066
ENSG00000189339    1    1591486    1624243     89      15  272338       2.4359    0.0074271
ENSG00000008128    1    1633822    1655999    109       7  272338     -0.58261      0.71992
ENSG00000215790    1    1656277    1677438     79      10  272338       1.5168     0.064663
ENSG00000008130    1    1682671    1711508    104      19  272338       2.8375    0.0022737
ENSG00000078369    1    1716725    1822552    242      39  272338       3.8789   5.2467e-05
ENSG00000169885    1    1846266    1848733     14       5  272338       2.8233     0.002377
ENSG00000178821    1    1849029    1850740      9       4  272338        2.918    0.0017616
ENSG00000187730    1    1950768    1962192     43      12  272338       1.3679     0.085677
ENSG00000067606    1    1981909    2116834    664      60  272338       4.4889   3.5792e-06
ENSG00000162585    1    2115899    2144159     87      25  272338       6.1094        5e-10
ENSG00000157933    1    2160134    2241652    373      74  272338       8.0531   4.0358e-16
ENSG00000116151    1    2251719    2323190    445      60  272338       4.2909   8.8962e-06
ENSG00000157916    1    2323214    2336883     53      19  272338       2.2072      0.01365
ENSG00000157911    1    2336241    2344010     41      18  272338       2.4136     0.007899
ENSG00000149527    1    2407754    2436964    144      34  272338       2.7302    0.0031652
ENSG00000157881    1    2439975    2458061     98      24  272338       3.4712   0.00025911
ENSG00000197921    1    2460184    2461684      6       4  272338       2.4337    0.0074731
ENSG00000157873    1    2487291    2495268     32      11  272338      0.16631      0.43396
ENSG00000157870    1    2517899    2522908     24      13  272338       0.3627      0.35841
ENSG00000142606    1    2522078    2564499    234      20  272338      0.33823       0.3676
ENSG00000215912    1    2572807    2706230    431      31  272338     -0.13975      0.55557
