ID	TRAIT	ANNOT	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	BIN	tau	tau_se	tau_p
ALT_Liver_intensity_GROUP1	ALT	Liver_intensity_GROUP1	L2_5	0.0122383918966094	0.194182326250423	0.0386870080454515	15.8666537148742	3.16111858259497	5.29603523625208e-06	3.81077028370812e-07	1.14511763784789e-07	3.32784174983977	intensity_GROUP1	2.13264329300481	0.640852626787488	0.000875278590354437
ALT_Liver_intensity_GROUP2	ALT	Liver_intensity_GROUP2	L2_6	0.0165147415125146	0.160313611431178	0.0385503533761354	9.70730370255535	2.33429953153809	0.000371790041134531	2.42406006469629e-07	8.02890353294199e-08	3.01916700674078	intensity_GROUP2	1.54289067128242	0.511029253702155	0.00253457651445019
ALT_Liver_intensity_GROUP3	ALT	Liver_intensity_GROUP3	L2_7	0.0173196185506879	0.0509440429707075	0.0234787075898513	2.94140675336549	1.3556134346226	0.156324254450739	8.45346837629091e-08	4.59694767449876e-08	1.83893073727724	intensity_GROUP3	0.548805739685313	0.298427371406797	0.0659162685693436
ALT_Liver_intensity_GROUP4	ALT	Liver_intensity_GROUP4	L2_8	0.0103520137610824	0.034138414609796	0.0188601273155781	3.29775591471264	1.8218800468061	0.20752673379971	5.54137646857675e-08	5.16688953862534e-08	1.07247821482382	intensity_GROUP4	0.27901822704141	0.260158953250231	0.283499396998191
ALT_Liver_specificity_GROUP1	ALT	Liver_specificity_GROUP1	L2_0	0.00561719625327893	0.0960348188383566	0.021502697910124	17.0965753212375	3.82801257790703	5.63966451576411e-05	2.11195986117565e-07	8.48009519877031e-08	2.49049074529482	1-2	0.782592295955686	0.314230735648683	0.0127562754591292
ALT_Liver_specificity_GROUP2	ALT	Liver_specificity_GROUP2	L2_1	0.01373541621688	0.100311744749045	0.024302825470502	7.30314561751452	1.76935486240565	0.0004828908550769	8.72605179989118e-09	4.39101072196387e-08	0.198725358520384	3-8	0.0505370413400799	0.254340309672251	0.842498587248497
ALT_Liver_specificity_GROUP3	ALT	Liver_specificity_GROUP3	L2_2	0.0187750402228828	0.0625453731805551	0.0368784872898899	3.33130435077979	1.96422946913013	0.241298528031001	-8.67979205044087e-08	4.98695115080936e-08	-1.74050071636097	9-15	-0.585421762629864	0.336348760140494	0.0817677416264037
ALT_Liver_specificity_GROUP4	ALT	Liver_specificity_GROUP4	L2_3	0.0138999815304373	0.0413129918542586	0.0241444153403407	2.97216163660319	1.7370106059113	0.259440946361882	-1.91809632408771e-07	6.76707639570368e-08	-2.83445348024367	16-18	-1.12191059747726	0.395804904986358	0.00458968793393286
ALT_Liver_specificity_GROUP5	ALT	Liver_specificity_GROUP5	L2_4	0.0129182932379425	0.154488609636735	0.0323671719499723	11.9589025261468	2.50553005368436	1.64961225818679e-05	-2.34395107428994e-07	9.6362447267834e-08	-2.43243207364282	19	-1.34572793887465	0.553242655699428	0.0149975978338033
Creatinine_Liver_intensity_GROUP1	Creatinine	Liver_intensity_GROUP1	L2_5	0.0122383918966094	0.124985899306584	0.0258972176747581	10.2126080258315	2.11606376830708	1.0077844304159e-05	5.26768131686464e-07	1.40403795213576e-07	3.75180835308027	intensity_GROUP1	1.82453222363811	0.486304185450658	0.000175546196743589
Creatinine_Liver_intensity_GROUP2	Creatinine	Liver_intensity_GROUP2	L2_6	0.0165147415125146	0.136203575190635	0.0251169130936281	8.24739370503752	1.5208783664337	5.56941106529219e-06	2.61197195537609e-07	8.53306009253495e-08	3.06100264975415	intensity_GROUP2	1.02893251799294	0.336136304771264	0.00220556818880533
Creatinine_Liver_intensity_GROUP3	Creatinine	Liver_intensity_GROUP3	L2_7	0.0173196185506879	0.073493596758605	0.0263887799791664	4.24337271306048	1.52363517140614	0.0341539123531931	6.87820347026976e-08	8.43695320334937e-08	0.815247317898977	intensity_GROUP3	0.276357094063832	0.338981368689735	0.414924945975876
Creatinine_Liver_intensity_GROUP4	Creatinine	Liver_intensity_GROUP4	L2_8	0.0103520137610824	0.0343676383334087	0.0146877063316098	3.31989882612128	1.41882600531572	0.104386354190474	3.30165463688797e-09	7.10400120691405e-08	0.046475986429656	intensity_GROUP4	0.0102957085368107	0.221377623766087	0.962905797105792
Creatinine_Liver_specificity_GROUP1	Creatinine	Liver_specificity_GROUP1	L2_0	0.00561719625327893	0.0619355279035859	0.015221699125012	11.0260573266302	2.70983929324645	0.000468997850490288	2.04719257975106e-07	9.6978777165643e-08	2.11096967767946	1-2	0.469487396238066	0.222405607795762	0.0347765021225969
Creatinine_Liver_specificity_GROUP2	Creatinine	Liver_specificity_GROUP2	L2_1	0.01373541621688	0.0908870597977352	0.019974229407979	6.61698621742825	1.45421362502521	0.00013038932856611	3.57862803406196e-08	6.3239900431159e-08	0.56588135175158	3-8	0.128269520454324	0.226705977407015	0.571531910378453
Creatinine_Liver_specificity_GROUP3	Creatinine	Liver_specificity_GROUP3	L2_2	0.0187750402228828	0.109707395813059	0.0211300216979989	5.84325756486791	1.12543150092674	3.38357701051997e-05	-2.48489326474814e-08	7.32220954376231e-08	-0.339363855936763	9-15	-0.103744511715094	0.305645471456109	0.734287622478775
Creatinine_Liver_specificity_GROUP4	Creatinine	Liver_specificity_GROUP4	L2_3	0.0138999815304373	0.0777381834361965	0.0291414206998946	5.59268249860407	2.09650787204879	0.0299248650925291	-1.76767431668994e-07	7.910979324871e-08	-2.23445700475113	16-18	-0.639901644993711	0.286372583404074	0.0254497088928649
Creatinine_Liver_specificity_GROUP5	Creatinine	Liver_specificity_GROUP5	L2_4	0.0129182932379425	0.0606381429046637	0.0185284405233306	4.69397479897442	1.43427929541887	0.00858727750587887	-4.94351005203292e-07	1.15554561246579e-07	-4.27807435613388	19	-1.75658379634822	0.410597238965006	1.88479367033304e-05
Eosino_count_Tcell_intensity_GROUP1	Eosino_count	Tcell_intensity_GROUP1	L2_5	0.00777751440617504	0.182178210715293	0.0423052780172497	23.4237059812645	5.43943422125467	6.19649677035954e-05	5.0757959239869e-07	2.2279947672593e-07	2.2781902357117	intensity_GROUP1	1.4624622940483	0.641935415101834	0.0227141975287246
Eosino_count_Tcell_intensity_GROUP2	Eosino_count	Tcell_intensity_GROUP2	L2_6	0.0055435528560805	0.115219785346651	0.0215503562782339	20.784465908045	3.88746293896993	5.35201808234094e-07	3.20752399020278e-07	1.7353224743251e-07	1.84837345084824	intensity_GROUP2	0.763535821729467	0.413096854112882	0.0645558386191575
Eosino_count_Tcell_intensity_GROUP3	Eosino_count	Tcell_intensity_GROUP3	L2_7	0.00402304316996074	0.0656962348052137	0.0183618702078536	16.3299850460851	4.56417429098401	0.000801116459431612	1.35102042836267e-07	1.93152379613371e-07	0.699458340128649	intensity_GROUP3	0.272746516830177	0.389927482542542	0.484252041396452
Eosino_count_Tcell_intensity_GROUP4	Eosino_count	Tcell_intensity_GROUP4	L2_8	0.00410960351837621	0.0711086023999748	0.020869534780585	17.303032295454	5.07823557364264	0.00164307695771797	1.23955588740402e-07	2.06495720598845e-07	0.600281634800596	intensity_GROUP4	0.253954853903609	0.423069229942364	0.548327746395052
Eosino_count_Tcell_specificity_GROUP1	Eosino_count	Tcell_specificity_GROUP1	L2_0	0.00382090127104477	0.150746601919133	0.0232717614975167	39.4531528625217	6.0906471658592	1.70298207978698e-09	1.05506440797838e-06	2.10329786076498e-07	5.01623867764811	1-2	2.07372321632488	0.413403390655174	5.26974128634391e-07
Eosino_count_Tcell_specificity_GROUP2	Eosino_count	Tcell_specificity_GROUP2	L2_1	0.0045273075252648	0.123148665643845	0.0226924112523302	27.2013034141394	5.012341469117	8.06548865017645e-07	6.04435194493191e-07	1.50323626930072e-07	4.02089283525846	3-8	1.29620853260522	0.322366717681566	5.79730092064294e-05
Eosino_count_Tcell_specificity_GROUP3	Eosino_count	Tcell_specificity_GROUP3	L2_2	0.00417217524310289	0.0929797103763416	0.0230430356944767	22.2856675375868	5.52302680300154	0.000231285556080095	4.59024984151374e-07	2.09857344098395e-07	2.18731913397394	9-15	0.940746177985732	0.430099385053172	0.0287223620906304
Eosino_count_Tcell_specificity_GROUP4	Eosino_count	Tcell_specificity_GROUP4	L2_3	0.00493645614887977	0.0209021552055528	0.0159174285506245	4.23424306327448	3.22446469097809	0.316473406955854	-1.50300183819877e-07	1.2390299056286e-07	-1.21304726493769	16-18	-0.337482843144637	0.278203202145652	0.225099094635285
Eosino_count_Tcell_specificity_GROUP5	Eosino_count	Tcell_specificity_GROUP5	L2_4	0.0129182932379425	0.186535485200765	0.0435378987017099	14.4396385625378	3.37025161914069	8.2470695576726e-05	-1.36143247033675e-07	1.42847744690729e-07	-0.953065428708241	19	-0.499679005257876	0.524272305378438	0.340544169214685
Glucose_Pancreas_intensity_GROUP1	Glucose	Pancreas_intensity_GROUP1	L2_5	0.0156488025231335	0.110164928404532	0.0444340718403557	7.03983121019493	2.8394550812862	0.0411228945382315	3.06874519176535e-07	9.05202488144423e-08	3.39012014654972	intensity_GROUP1	3.7648514394008	1.11053200576666	0.000698586675294011
