ID	TRAIT	ANNOT	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	spec_BIN	shet_BIN	tau_adjusted	tau_adjusted_se	tau_adjusted_p
ALT_Liver_GROUP1_Shet1	ALT	Liver_GROUP1_Shet1	0.00123046541788266	0.00830930521442803	0.00808965709422958	6.75297744549892	6.57446928346019	0.378481455802263	8.76566342805176e-09	1.46099015492062e-07	0.0599981005931423	1-2	>0.1	7.27927106322208e-08	1.21243996258972e-06	0.952125211880027
ALT_Liver_GROUP1_Shet2	ALT	Liver_GROUP1_Shet2	0.00133967236908125	0.0121743720574437	0.0061425923382449	9.08757419979704	4.58514520416474	0.0844834028790045	4.58023249491129e-08	9.99840132472225e-08	0.458096484243548	1-2	0.03-0.1	3.80105417719363e-07	8.29742848524668e-07	0.646880409482455
ALT_Liver_GROUP1_Shet3	ALT	Liver_GROUP1_Shet3	0.000851680017258389	0.0155143435089262	0.00680371349883784	18.2161647503107	7.98857946760265	0.0323740897580718	2.33402633399389e-07	1.55023232708844e-07	1.50559776957918	1-2	0.01-0.03	1.9370232025271e-06	1.28649985650493e-06	0.1321561086954
ALT_Liver_GROUP1_Shet4	ALT	Liver_GROUP1_Shet4	0.00131853553981701	0.0293273684662066	0.0133278467105524	22.242379959115	10.1080678586807	0.0372521764981772	3.13457975256418e-07	2.07880057414471e-07	1.50787901040188	1-2	0.001-0.01	2.60130802891621e-06	1.72514570468441e-06	0.131585936136628
ALT_Liver_GROUP1_Shet5	ALT	Liver_GROUP1_Shet5	0.000876842909239629	0.0302665022211924	0.0102010308528534	34.5175879308171	11.6338180366874	0.00461235230238787	5.51541883097023e-07	2.35061765267441e-07	2.34637003797494	1-2	<0.001	4.57716323184752e-06	1.9507200437132e-06	0.0189559157919048
ALT_Liver_GROUP2_Shet1	ALT	Liver_GROUP2_Shet1	0.00328308639309906	0.0367921792791312	0.0111451759076713	11.2065827315623	3.3947251376321	0.00274133291402295	9.16445902552175e-08	6.2941116124893e-08	1.45603694210584	3-8	>0.1	7.60487579943343e-07	5.22332913899527e-07	0.145408043778365
ALT_Liver_GROUP2_Shet2	ALT	Liver_GROUP2_Shet2	0.00325876226418386	0.0261712128541716	0.00955364722569624	8.03102857235463	2.93167971493278	0.0151823278005439	2.22140345409464e-08	6.52542610789841e-08	0.340422742877411	3-8	0.03-0.1	1.84308493593226e-07	5.41529137584931e-07	0.733594286309953
ALT_Liver_GROUP2_Shet3	ALT	Liver_GROUP2_Shet3	0.00215696310063194	0.00281539151654068	0.00669911542970398	1.30525715331701	3.10580900885198	0.921524225018933	-1.12622029700717e-07	7.1753497833827e-08	-1.56956849631968	3-8	0.01-0.03	-9.34607619725285e-07	5.95464712313917e-07	0.116521410050546
ALT_Liver_GROUP2_Shet4	ALT	Liver_GROUP2_Shet4	0.0031378126300607	0.0355768380528107	0.0140279545893585	11.3381014889097	4.4706157579228	0.0239017552239653	8.7446965903201e-08	9.71589544482928e-08	0.900040211422196	3-8	0.001-0.01	7.25707328144679e-07	8.06298377164256e-07	0.368094650054965
ALT_Liver_GROUP2_Shet5	ALT	Liver_GROUP2_Shet5	0.00189879182890441	-0.00100822629592665	0.00842588472809085	-0.530983060164311	4.43749788672332	0.729852859057134	-1.58164435559884e-07	9.69966276971126e-08	-1.63061788141519	3-8	<0.001	-1.31255756903407e-06	8.04951267195955e-07	0.102973691374443
ALT_Liver_GROUP3_Shet1	ALT	Liver_GROUP3_Shet1	0.00441826832667943	0.0368520347918478	0.0259419002378081	8.34083221458488	5.87150854581639	0.212877739452582	1.41796079549796e-08	1.1447795555362e-07	0.12386321791306	9-15	>0.1	1.17625626652129e-07	9.5002452741593e-07	0.901463138614176
ALT_Liver_GROUP3_Shet2	ALT	Liver_GROUP3_Shet2	0.00462628156705768	0.0116498610721316	0.00884533253171879	2.51819110083715	1.91197453149062	0.426606424669877	-1.02170608505985e-07	5.27129481697167e-08	-1.93824500532645	9-15	0.03-0.1	-8.47893385986686e-07	4.37451852030844e-07	0.0525920787333889
ALT_Liver_GROUP3_Shet3	ALT	Liver_GROUP3_Shet3	0.00286269834439913	0.0224708545463976	0.00850633570349171	7.8495362916466	2.9714397677053	0.0232534094641632	3.60665260269029e-09	7.0024918301935e-08	0.0515052739817424	9-15	0.01-0.03	2.9885679671916e-08	5.81119653957967e-07	0.958984668077189
ALT_Liver_GROUP3_Shet4	ALT	Liver_GROUP3_Shet4	0.0043001704869808	-0.00944852205586253	0.0128499358647365	-2.1972435940549	2.98823869975411	0.281956960009275	-2.03808787334428e-07	7.44480349595455e-08	-2.7375979425807	9-15	0.001-0.01	-1.69135639847061e-06	6.17826016261789e-07	0.00618905507657947
ALT_Liver_GROUP3_Shet5	ALT	Liver_GROUP3_Shet5	0.00256762149776579	0.00244354332984717	0.0111656586643288	0.95167583383042	4.3486388761134	0.991065582745229	-1.3445233362454e-07	9.6174855043661e-08	-1.39799881750279	9-15	<0.001	-1.11579002812208e-06	7.98131577125817e-07	0.162112283354536
ALT_Liver_GROUP4_Shet1	ALT	Liver_GROUP4_Shet1	0.00314989081821169	0.0119416647412981	0.00757829553050114	3.79113608390968	2.40589149524986	0.245610693275711	-1.74125330218378e-07	7.35772919109949e-08	-2.36656345586915	16-18	>0.1	-1.44506174358872e-06	6.10599932871327e-07	0.0179510574031134
ALT_Liver_GROUP4_Shet2	ALT	Liver_GROUP4_Shet2	0.00340923635823168	-0.00729939112244546	0.00703896867776921	-2.14106338060748	2.0646760559072	0.129675483133523	-2.93774887046936e-07	6.97856190602289e-08	-4.20967659244223	16-18	0.03-0.1	-2.43800685070071e-06	5.7913376813468e-07	2.55656405278397e-05
ALT_Liver_GROUP4_Shet3	ALT	Liver_GROUP4_Shet3	0.00217826768250939	0.00728963785236735	0.0129188344364783	3.34652986448828	5.93078368660164	0.691825606174275	-1.90455549246436e-07	1.35924216126134e-07	-1.40118924114081	16-18	0.01-0.03	-1.58059251585657e-06	1.12800179357787e-06	0.161144626802537
ALT_Liver_GROUP4_Shet4	ALT	Liver_GROUP4_Shet4	0.00329281604466514	0.0174637492254094	0.0162645674848652	5.3035909047222	4.93940969196146	0.38536673860054	-1.48205459976599e-07	1.18884967164348e-07	-1.24662910300272	16-18	0.001-0.01	-1.22991382883981e-06	9.86597237878409e-07	0.212536128517105
ALT_Liver_GROUP4_Shet5	ALT	Liver_GROUP4_Shet5	0.00186977062681938	0.0128951149778438	0.011702157804579	6.89662934740787	6.25860607538008	0.345404868845533	-1.11854308739852e-07	1.35577768995356e-07	-0.825019540952052	16-18	<0.001	-9.28337035741078e-07	1.12512671365441e-06	0.409317350415363
ALT_Liver_GROUP5_Shet1	ALT	Liver_GROUP5_Shet1	0.00261408897162448	0.0512363563616446	0.0113879038305848	19.6000812970818	4.35635663292211	2.1952104800781e-05	-8.63024929052952e-08	1.1571596678734e-07	-0.745813177743223	19	>0.1	-7.16222591206514e-07	9.60298479562986e-07	0.45576811682776
ALT_Liver_GROUP5_Shet2	ALT	Liver_GROUP5_Shet2	0.00258993259532249	0.03068886629915	0.0108728958282435	11.8492915045647	4.19813853375192	0.00978335146969121	-2.3876314767064e-07	1.19190133335102e-07	-2.0032123548294	19	0.03-0.1	-1.981430497134e-06	9.89129737220764e-07	0.0451551957285831
ALT_Liver_GROUP5_Shet3	ALT	Liver_GROUP5_Shet3	0.00205245322260319	0.0189805033387245	0.0144002731156103	9.24771543131733	7.01612731390097	0.239068930250331	-2.95001829249379e-07	1.45011145763563e-07	-2.03433899991641	19	0.01-0.03	-2.448104755504e-06	1.20341199803787e-06	0.0419210450508201
ALT_Liver_GROUP5_Shet4	ALT	Liver_GROUP5_Shet4	0.0036875379435442	0.0318854641488357	0.0162407783072644	8.6468165580934	4.40423354441606	0.0885332042984715	-3.11966540200669e-07	1.23868199136923e-07	-2.51853617291895	19	0.001-0.01	-2.58896369215555e-06	1.02795186005745e-06	0.011783409446107
ALT_Liver_GROUP5_Shet5	ALT	Liver_GROUP5_Shet5	0.00197428050484813	0.019829480419189	0.0123145582413748	10.0439022573007	6.237491689319	0.141161419342269	-2.62437535937253e-07	1.73799852366434e-07	-1.50999861256463	19	<0.001	-2.1777998791537e-06	1.44232242627746e-06	0.131062352214399
ALT_Liver_intensity_GROUP1	ALT	Liver_intensity_GROUP1	0.0122383918966094	0.193899586773559	0.0386197060816238	15.8435510491602	3.15561933364165	5.18203975716203e-06	3.87831236669519e-07	1.16231480680591e-07	3.33671423953803	intensity	GROUP1	3.21848809428485e-06	9.64576603158436e-07	0.000847840409539213
