chr,start,end,gwas_h2,gwas_h2_se,burden_h2,burden_h2_se,min_gwas_p,min_burden_p,min_burden_p_no_multi
1,10583,1892607,2.2114e-05,8.0065e-05,2.5010067399974294e-06,2.0117578472428522e-05,0.00084216,0.002377514816770334,0.002377514816770334
1,1892607,3582736,-2.4493e-05,7.7069e-05,-4.281013056705278e-06,1.3139610461698431e-05,1.9773e-05,0.06670983499894227,0.06670983499894227
1,3582736,4380811,4.6538e-08,7.8661e-05,-3.6018579026289213e-06,7.736853254506826e-06,9.5632e-05,0.05733025493659673,0.05733025493659673
1,4380811,5913893,-2.6901e-05,7.6911e-05,-4.964973654743449e-07,3.565656619343992e-06,2.0618e-05,0.2078388386059113,inf
1,5913893,7247335,-1.9856e-05,7.7372e-05,-1.478929883447256e-05,1.260248182144273e-05,8.6136e-06,0.13703822045223735,0.13703822045223735
1,7247335,9365199,-2.8462e-05,7.6808e-05,-8.752465841639337e-06,1.1080517261707556e-05,0.00016279,0.08419067750740859,0.08419067750740859
1,9365199,10806984,0.00010108,8.4902e-05,8.333796014506138e-06,1.1726835744139473e-05,1.4574e-06,0.04759749379735738,0.04759749379735738
1,10806984,11777841,-7.2651e-06,7.819e-05,1.2789609493570301e-05,1.0796711227856826e-05,1.6361e-05,0.00864482175149264,0.00864482175149264
1,11777841,12779466,3.361e-06,7.8873e-05,-1.045327731306991e-05,1.1483940061106188e-05,0.0007368,0.032246523662811714,0.032246523662811714
1,12779466,14891511,-4.1142e-05,7.597e-05,-9.509839916664651e-06,1.0411712212581783e-05,0.00080011,0.17578105669841165,0.17578105669841165
1,14891511,16897730,5.1677e-05,8.1909e-05,3.823875126520786e-06,1.5585007747052065e-05,1.0056e-10,0.012389477592033437,0.012389477592033437
1,16897730,18662899,-1.4859e-05,7.7698e-05,1.1479767474873912e-05,1.0287701865916013e-05,0.00014541,0.03645056636456296,0.03645056636456296
1,18662899,20469149,-3.4622e-05,7.6402e-05,3.630689751515836e-05,1.3766855457661609e-05,0.00052843,0.012774569223827385,0.012774569223827385
1,20469149,21736588,-2.2125e-06,7.8516e-05,2.153098680632603e-05,1.067694817673279e-05,1.1655e-06,0.005954412801927112,0.005954412801927112
1,21736588,23086883,0.00012086,8.607e-05,-2.7318758016926572e-06,1.110650220571548e-05,2.5459e-07,0.06819921850781846,0.06819921850781846
1,23086883,23920590,4.2789e-05,7.4484e-05,-4.16892722089056e-06,9.988339708995519e-06,8.0011e-06,0.03318069403761452,0.03318069403761452
1,23920590,25516845,-4.6666e-05,7.5601e-05,-1.2590143493302543e-05,1.3149350719413142e-05,0.00012807,0.05426914394567348,0.05426914394567348
1,25516845,27401867,0.00013529,8.6913e-05,1.3866165110397948e-05,2.158574214017279e-05,0.00023736,0.0017185156926089057,0.0017185156926089057
1,27401867,30161881,1.0576e-05,7.9334e-05,7.290125142098937e-06,1.784834229304673e-05,0.00026046,0.014012897584236154,0.014012897584236154
1,30161881,32438685,6.1441e-05,8.2509e-05,-4.562545821001465e-06,1.1652352339892622e-05,2.4789e-08,0.06293371574097709,0.06293371574097709
1,32438685,34799758,8.9283e-05,8.4197e-05,-1.4661200838565224e-05,1.797022521067683e-05,2.8462e-08,0.042881736375869346,0.042881736375869346
1,34799758,37549183,1.8561e-05,7.9841e-05,2.747972177702224e-05,1.668740899795916e-05,2.4745e-05,0.0010748682684576605,0.0010748682684576605
1,37549183,38731847,4.7844e-05,8.1673e-05,3.896078300670476e-06,1.2172684032413138e-05,5.4766e-05,0.026777967771597792,0.026777967771597792
1,38731847,40200567,8.8463e-06,7.9224e-05,-5.270994850871234e-08,1.049610754026222e-05,1.7148e-05,0.03646599455094631,0.03646599455094631
1,40200567,41975327,-6.2965e-05,7.4504e-05,2.375702528295866e-05,1.440041609021868e-05,0.00016841,0.0007952124610568163,0.0007952124610568163
1,41975327,43758457,2.6573e-05,8.0346e-05,8.550057025493309e-06,1.3349681639329887e-05,0.00011054,0.006422757753008744,0.006422757753008744
1,43758457,44969183,0.00016779,8.8782e-05,-1.6926609761185043e-05,1.283748785987007e-05,2.2451e-07,0.05433176079865403,0.05433176079865403
1,44969183,46899501,0.00018562,8.9791e-05,2.012834543470242e-05,1.696297734039011e-05,1.8753e-05,0.0088066219544871,0.0088066219544871
1,46899501,48002576,0.00016727,8.5679e-05,-4.163134648009062e-06,1.2156117829102292e-05,2.2727e-05,0.10201090948237322,0.13697562062777738
1,48002576,48978188,2.3839e-05,8.0174e-05,-3.927065602104597e-06,4.960262180046114e-06,0.00017783,0.2941522935184566,0.5992519726404029
1,48978188,49894177,0.00025918,8.2628e-05,-3.035616607084005e-06,3.4570436620090284e-06,0.00015921,0.2941522935184566,0.7844254195381137
1,49894177,51713726,0.00068206,0.00010534,1.3867831326486394e-05,6.866677578259093e-06,5.4344e-05,0.009999480343245227,0.009999480343245227
1,51713726,54226262,6.412e-05,8.2673e-05,-1.7625000369236666e-05,1.597860963028577e-05,1.3708e-06,0.03666133583861573,0.03666133583861573
1,54226262,56413117,4.3787e-05,8.1421e-05,1.6200795213261124e-06,1.4125868704333155e-05,6.4813e-11,0.009468207803955119,0.009468207803955119
1,56413117,57021728,0.00086759,0.00011577,-1.610035666790334e-06,2.3078082432482913e-06,1.4821e-06,0.9079192284367124,inf
1,57021728,58865399,-7.2391e-05,7.3862e-05,8.532820433654691e-06,6.541297133182283e-06,0.00022841,0.00958513684752517,0.00958513684752517
1,58865399,59890409,-3.2571e-05,7.6537e-05,-2.4425397713123056e-06,4.384174612866784e-06,0.002304,0.20615609030940812,0.4983687804911415
1,59890409,61922365,2.7592e-05,8.041e-05,3.2841553469595145e-06,6.026137495913628e-06,5.8817e-06,0.029455398490073025,0.029455398490073025
1,61922365,63455089,-4.4421e-05,7.5751e-05,5.24105206874356e-06,7.982669563058048e-06,0.00050682,0.045567279425229285,0.045567279425229285
1,63455089,65041704,-5.1294e-05,7.5292e-05,5.550713076498615e-06,7.952730331281131e-06,0.00038088,0.053057998395825874,0.053057998395825874
1,65041704,66939404,9.5469e-05,8.4567e-05,-6.211294714156196e-06,7.869068541940165e-06,0.00010066,0.010287776730323434,0.36558195032014507
1,66939404,68477895,0.00024013,9.2807e-05,1.0943975158807528e-05,9.891435152783201e-06,3.8524e-26,0.010287776730323434,0.04058782584605396
1,68477895,69687616,7.6874e-05,8.3449e-05,-5.652865946602069e-06,4.8433994398074836e-06,0.001036,0.17137580499813826,0.79495978725339
1,69687616,71372470,3.3154e-05,8.0759e-05,5.902057606151627e-06,7.357293370461329e-06,7.1753e-06,0.06736836074777529,0.06736836074777529
1,71372470,71684405,7.3897e-05,4.8197e-05,-5.368374423590468e-07,1.6578575722369285e-06,0.00043803,0.25155724389503736,inf
1,71684405,74326907,0.00038974,0.00010062,-2.597991744773141e-06,3.96395895366488e-06,6.3838e-07,0.36541813966901726,0.36541813966901726
1,74326907,76728135,-2.701e-05,7.6904e-05,-2.099065167558694e-06,9.730895201617411e-06,0.00010437,0.0429585304166644,0.0429585304166644
1,76728135,79661198,-2.0405e-05,7.7336e-05,-4.8949874620164775e-06,1.0790047855009647e-05,6.3445e-08,0.02871125615217215,0.02871125615217215
1,79661198,81354191,8.4386e-05,8.3902e-05,3.4105704379956883e-06,2.261791438737405e-06,0.00040706,0.07164051562463908,inf
1,81354191,83991748,1.2753e-05,7.9473e-05,3.585113167978304e-06,2.810753532536197e-06,9.777e-13,0.04596422658992967,inf
1,83991748,84844495,0.00018152,8.3283e-05,4.595131638902706e-06,4.306112374112776e-06,0.0004509,0.04596422658992967,0.18549045517133805
1,84844495,86454751,-3.7801e-05,7.6191e-05,1.002375138902115e-05,1.0997061996177641e-05,0.00013475,0.043457481033203085,0.043457481033203085
1,86454751,88128631,-2.7061e-05,7.69e-05,-6.103815408706637e-06,7.854830358043465e-06,0.00024883,0.29638158849863605,0.29638158849863605
1,88128631,90066303,0.0011933,0.00013507,-1.8680341238505725e-05,9.984017546297151e-06,7.7957e-23,0.4077241529484783,0.4077241529484783
1,90066303,91886317,3.731e-06,7.8897e-05,3.977238208904034e-06,7.163779111377569e-06,3.2054e-07,0.069768408006706,0.09303277844066697
1,91886317,93536459,-6.1412e-06,7.8262e-05,-2.76831271498296e-06,9.79481186193688e-06,0.00026635,0.069768408006706,0.15598799510271105
1,93536459,94506191,0.00020962,7.9463e-05,1.18793424586368e-05,7.949734744772094e-06,5.081e-05,0.0012538376436873142,0.0012538376436873142
1,94506191,96150893,1.8635e-05,7.9766e-05,2.463827301389164e-06,8.112674953947906e-06,2.0775e-05,0.035251266850942174,0.035251266850942174
1,96150893,97885249,4.3855e-05,8.1426e-05,5.245304260375946e-07,3.2563980204374314e-06,0.00038714,0.20570156544692852,0.20570156544692852
1,97885249,99800604,0.00014773,8.7633e-05,2.438744333373462e-05,4.9404364166324585e-06,7.0978e-06,0.0009306395014273879,0.0009306395014273879
1,99800604,100826405,0.0002673,8.7021e-05,5.918204559267292e-07,9.30461796112752e-06,1.2569e-09,0.002866966920383083,0.002866966920383083
1,100826405,102041016,2.0114e-06,7.8787e-05,-6.963723800408475e-06,7.686340450943181e-06,7.9599e-08,0.22953650429171302,0.22953650429171302
1,102041016,102898745,2.06e-05,7.2174e-05,1.0221803249435162e-07,2.85673158301861e-06,0.00032243,0.30536833686822284,inf
1,102898745,103914211,4.2417e-05,6.3867e-05,-1.8678914389946958e-06,3.193552950426401e-06,0.0025208,0.30536833686822284,0.4803407031416581
1,103914211,106087842,-3.9696e-05,7.6066e-05,4.943794243344766e-06,5.274822524845465e-06,0.00016865,0.019701507497863407,0.019701507497863407
1,106087842,108409665,-4.7251e-05,7.5562e-05,-3.531452731351691e-06,4.555527621054508e-06,8.4894e-05,0.32522419068538005,0.32522419068538005
1,108409665,110303931,-1.7423e-05,7.7531e-05,1.740778539600935e-05,1.653227008603629e-05,5.988e-05,0.008744691092058152,0.008744691092058152
1,110303931,111741737,-4.2401e-05,7.5886e-05,-5.771693170358107e-06,1.2801809624065433e-05,0.00019107,0.05541280783392604,0.05541280783392604
1,111741737,113273306,-4.2452e-05,7.5882e-05,1.9550970932902147e-05,1.2771030278239897e-05,0.00028424,0.008204673668225073,0.008204673668225073
1,113273306,114873845,-1.8682e-05,7.7449e-05,-1.374643054702472e-05,1.0460013895667348e-05,3.8087e-05,0.042648609756448595,0.14088781676142725
1,114873845,115880593,7.9286e-05,8.3135e-05,9.105254602886842e-06,9.159318174226517e-06,3.3565e-05,0.042648609756448595,0.08750220211320922
1,115880593,118839067,-3.3638e-05,7.6467e-05,-1.3314876338618202e-07,1.2594152108461641e-05,8.7721e-07,0.10725936647587964,0.10725936647587964
1,118839067,144977494,-1.2085e-05,7.7878e-05,-4.479060830325427e-06,9.94163223505833e-06,6.7056e-06,0.1371563855109015,0.1371563855109015
1,144977494,148361253,0.00013079,8.6651e-05,2.4775750487769568e-05,1.2398231736158167e-05,0.00068374,0.007250079021738873,0.007250079021738873
1,148361253,151538881,0.00052842,0.00010736,9.417673407738586e-05,2.128094172662658e-05,9.1061e-08,0.0005102720999941681,0.0005102720999941681
1,151538881,153180829,8.7999e-05,8.412e-05,-3.784404242787285e-05,1.908604052015941e-05,0.00018118,0.05858881675498549,0.05858881675498549
1,153180829,154770403,3.3907e-05,8.0806e-05,-6.838432665878199e-06,1.990459300749084e-05,1.5796e-07,0.04141044267809072,0.04141044267809072
1,154770403,156336133,0.0031186,0.00019415,4.688615594007296e-05,2.1674492454875238e-05,1.2906e-102,0.00010959238966761433,0.00010959238966761433
1,156336133,158027412,1.2585e-06,7.8739e-05,-2.2639271247632426e-05,1.6016123286697346e-05,8.2828e-06,0.07229350073401702,0.07229350073401702
1,158027412,159913048,1.2858e-05,7.9479e-05,-1.8673005491879316e-05,1.624185197484787e-05,0.0002163,0.024593101649441135,0.024593101649441135
1,159913048,162346721,-3.5728e-05,7.6329e-05,2.8577779985506028e-05,2.2513585611026803e-05,0.00012927,0.004667261058416362,0.004667261058416362
1,162346721,165191702,-5.8663e-05,7.4795e-05,-8.04637380369599e-07,9.800490442597317e-06,7.9089e-05,0.014167908914386483,0.22505304313108082
1,165191702,166460517,-1.1943e-05,7.7887e-05,1.145393128155406e-05,7.801316258669078e-06,9.6845e-05,0.01721234371542157,0.01721234371542157
1,166460517,169086324,-4.6913e-05,7.5585e-05,-2.649831760833336e-06,1.3362533324503125e-05,6.6407e-05,0.03314078065420076,0.03314078065420076
1,169086324,170557776,8.3542e-05,8.3852e-05,3.789633049672819e-05,1.0837121104398819e-05,0.0012034,0.000705102451620761,0.000705102451620761
1,170557776,173097907,2.7153e-05,8.0383e-05,1.1419420894746766e-05,1.1691595126389111e-05,9.5017e-05,0.003614037583074313,0.0330607243756024
1,173097907,175089768,0.00016624,8.6508e-05,1.5641281768834405e-05,1.1112241371272786e-05,3.4578e-05,0.027207566762906813,0.027207566762906813
1,175089768,177433381,3.9011e-05,8.1124e-05,9.831483249554425e-06,6.913147924122143e-06,1.2019e-06,0.02094255512588989,0.02094255512588989
1,177433381,178944309,7.2916e-06,7.9125e-05,5.056193729126328e-06,6.595448735913e-06,4.1064e-06,0.007371480535959917,0.007371480535959917
1,178944309,178954470,1.5896e-05,1.7047e-05,5.108017540883742e-08,2.587160002563344e-07,0.15572,0.25804440456218775,inf
1,178954470,181144121,7.6098e-05,8.3402e-05,-8.880211518122512e-07,1.189877842572499e-05,3.399e-07,0.07395902002541989,0.07395902002541989
1,181144121,182755356,-5.2139e-06,7.8322e-05,2.0857639516364697e-06,8.580098581107845e-06,0.00013312,0.005116279440006154,0.005116279440006154
1,182755356,184595513,-6.4648e-06,7.8241e-05,1.5023298566826298e-05,1.0629903754294989e-05,3.4326e-05,0.0016738828052506845,0.0016738828052506845
1,184595513,186810023,0.00011467,8.5706e-05,2.673210502634139e-06,1.0065350928925548e-05,5.649e-05,0.06746566428779385,0.06746566428779385
1,186810023,188759945,3.4893e-06,7.8882e-05,-1.1255743003419548e-06,2.8493671396497536e-06,0.00048534,0.4730420711285135,inf
1,188759945,189904130,1.3176e-05,5.9835e-05,-8.966615423862007e-07,1.2693150930456342e-06,0.00052648,0.9750238313222477,inf
1,189904130,191868930,6.6554e-05,8.2822e-05,-1.9988087479802538e-06,2.4087081662777553e-06,0.00024125,0.5965468853443772,inf
1,191868930,194107442,8.0366e-06,7.9172e-05,-4.869741371370724e-06,8.498932099224638e-06,0.00033348,0.04394708832002243,0.04394708832002243
1,194107442,196176201,3.8365e-05,8.1084e-05,-1.6259651473825214e-06,2.625149577524783e-06,0.00012558,0.4927610907620893,inf
