chr,start,end,gwas_h2,gwas_h2_se,burden_h2,burden_h2_se,min_gwas_p,min_burden_p,min_burden_p_no_multi
1,10583,1892607,-0.00023195,0.00055226,-3.46431095022186e-05,9.284733587326797e-05,0.00100094,0.008329041262640446,0.04455978856934912
1,1892607,3582736,-0.0002585,0.00055045,1.1090971301943893e-05,6.033677634429471e-05,8.55873e-05,0.008329041262640446,0.07326210369948323
1,3582736,4380811,-0.00029605,0.00054787,1.710138165014722e-05,3.371673214852518e-05,0.000749155,0.04361469626086549,0.04361469626086549
1,4380811,5913893,-0.00035824,0.00054357,-5.69115944411349e-06,1.0988937376361555e-05,0.000736444,0.6049596055891757,inf
1,5913893,7247335,-0.00032119,0.00054613,1.8442032744058516e-05,5.796392339967034e-05,0.000907219,0.020597452409654445,0.020597452409654445
1,7247335,9365199,-0.00033577,0.00054513,-7.817969077684879e-05,5.212842300158652e-05,0.000200529,0.048966410424094636,0.048966410424094636
1,9365199,10806984,-0.00033891,0.00054491,3.890925530159901e-05,5.52215643033334e-05,0.00255077,0.09894194349702387,0.09894194349702387
1,10806984,11777841,-0.00033521,0.00054517,-2.085996891254753e-05,5.0839504190974695e-05,0.000617221,0.0841413513808134,0.0841413513808134
1,11777841,12779466,-0.00032493,0.00054588,6.828577458040034e-05,5.2294707767829016e-05,0.000189096,0.008706790500609352,0.008706790500609352
1,12779466,14891511,-0.00022081,0.00055302,-1.735393216627412e-06,4.960483329886399e-05,0.000314777,0.027414026187559275,0.027414026187559275
1,14891511,16897730,-0.00028088,0.00054891,-3.858309466875929e-05,7.074664341590496e-05,2.01362e-05,0.043866720416929385,0.043866720416929385
1,16897730,18662899,-0.00029781,0.00054775,-3.7447452749887225e-06,4.840424710056358e-05,1.6768e-05,0.03476961839202886,0.03476961839202886
1,18662899,20469149,-0.00022326,0.00055286,-5.709206468464828e-05,6.480222703783543e-05,7.84913e-06,0.11344983247248347,0.12062478600834689
1,20469149,21736588,-0.00020644,0.000554,-5.17687345871618e-05,5.027618273981803e-05,0.000167272,0.06821435382035967,0.11655482056793362
1,21736588,23086883,-0.00023243,0.00055223,6.32967577621877e-05,5.045799219339045e-05,9.16479e-05,0.004865514329201679,0.004865514329201679
1,23086883,23920590,-0.00027746,0.00049194,5.794702815977054e-05,4.497372195829682e-05,0.00482982,0.027974523679022503,0.027974523679022503
1,23920590,25516845,-0.00035463,0.00054382,6.553481839271979e-05,6.0503290906984e-05,0.000966474,0.05740968278055051,0.05740968278055051
1,25516845,27401867,-0.0002094,0.0005538,-5.850036013709764e-05,9.07006764621738e-05,0.000260851,0.015262246870408993,0.015262246870408993
1,27401867,30161881,-0.00019797,0.00055458,-4.9603320661889375e-05,8.068506072733672e-05,0.000369478,0.08354182983979455,0.08354182983979455
1,30161881,32438685,-0.00032322,0.00054599,8.371028493731071e-05,5.299240872805782e-05,0.000261692,0.0006817730863496915,0.0006817730863496915
1,32438685,34799758,-0.00016664,0.00055671,-4.368464251416715e-05,8.192953158942105e-05,0.000179245,0.005026994028503851,0.005026994028503851
1,34799758,37549183,-0.00033734,0.00054502,-0.00010338581071382676,7.232566526188007e-05,0.0013476,0.10666259964477105,0.10666259964477105
1,37549183,38731847,-0.00023781,0.00055186,5.9521339475870864e-05,5.333499521174592e-05,0.000659196,0.032137025190685786,0.032137025190685786
1,38731847,40200567,-0.00019105,0.00055505,-6.081477591893134e-05,4.698629893986521e-05,0.000311489,0.12661558019757993,0.12661558019757993
1,40200567,41975327,-0.00025826,0.00055046,5.4210327599505416e-05,6.779290434191443e-05,0.000132647,0.02019830776654823,0.02019830776654823
1,41975327,43758457,-0.00027014,0.00054965,-1.6272013353082125e-05,6.282330889101787e-05,1.83319e-06,0.03736834090579655,0.03736834090579655
1,43758457,44969183,-0.00029885,0.00054768,-3.890654639920087e-05,5.997217174585262e-05,7.92519e-05,0.06485023704514666,0.06485023704514666
1,44969183,46899501,-0.00022309,0.00055287,-2.4623207075840027e-05,7.957078500318253e-05,0.000128398,0.041676787620183446,0.041676787620183446
1,46899501,48002576,-0.00024629,0.00052354,-8.313423557369508e-05,5.7221777960458606e-05,0.00121002,0.12075407797438659,0.12075407797438659
1,48002576,48978188,-0.00015506,0.00055749,-2.1052384523796238e-05,2.332611408050434e-05,0.000569725,0.36734106196454774,0.36734106196454774
1,48978188,49894177,-0.00030402,0.00043574,8.1883592492351e-06,1.61801633439666e-05,0.00169696,0.1247501697737059,0.1247501697737059
1,49894177,51713726,-9.5565e-05,0.00045336,-1.6850383108867685e-05,2.4403595321259798e-05,0.000429129,0.40790066778395084,0.40790066778395084
1,51713726,54226262,-0.00018182,0.00055568,7.08146593196032e-06,7.266481368094068e-05,3.00811e-05,0.014442134334995978,0.014442134334995978
1,54226262,56413117,-0.00034335,0.0005446,3.20729247787103e-05,6.494667393911765e-05,0.00020851,0.029236883277637724,0.029236883277637724
1,56413117,57021728,-0.00024062,0.00046757,0.0,0.0,0.00125972,1.0,inf
1,57021728,58865399,-0.00029005,0.00054828,-2.4422005975404996e-05,3.07721178272089e-05,0.000165728,0.2628488194527831,0.2628488194527831
1,58865399,59890409,-0.00028383,0.00054871,9.972524338005423e-06,2.063801657393038e-05,7.43793e-05,0.0710182222989575,0.0710182222989575
1,59890409,61922365,-0.00031248,0.00054674,-1.0934098101741124e-05,2.8371811853821708e-05,0.000791314,0.03508516670880821,0.29458299089763884
1,61922365,63455089,-0.0002904,0.00054826,0.00013561786248293366,3.755452084987025e-05,0.00334547,0.02485137174308556,0.034737734554596895
1,63455089,65041704,-0.00032229,0.00054606,3.443389356519806e-05,3.7415911964713205e-05,0.000745935,0.02485137174308556,0.08118162851023339
1,65041704,66939404,-0.00036471,0.00054312,1.6836515678382983e-05,3.7039895872872335e-05,0.00016205,0.10201274792092722,0.10201274792092722
1,66939404,68477895,-0.00030908,0.00054697,1.8681699416121823e-05,4.0021581099051367e-05,0.000144829,0.05636045661855785,0.05636045661855785
1,68477895,69687616,-0.00028994,0.00054829,2.834169248710561e-05,2.2800027666371786e-05,1.56697e-05,0.10450089435518413,0.10450089435518413
1,69687616,71372470,-0.00030808,0.00054704,-4.347716395597193e-05,3.467025936180217e-05,2.15198e-05,0.33649559807101637,0.33649559807101637
1,71372470,71684405,-0.00021679,0.00022653,-4.5116776987887526e-06,7.803388245838454e-06,0.0154819,0.4451105538135115,inf
