chr,start,end,gwas_h2,gwas_h2_se,burden_h2,burden_h2_se,min_gwas_p,min_burden_p,min_burden_p_no_multi
1,10583,1892607,-0.00023685,0.00077624,-2.4060044088982438e-05,6.0322654547514865e-05,0.00088928,0.005865651284807876,0.005865651284807876
1,1892607,3582736,-0.0003264,0.00076995,-2.7558584630684294e-05,3.709257835429821e-05,0.000254298,0.06344621230448572,0.12222556645168678
1,3582736,4380811,-0.00026949,0.00077396,-1.9739005731791427e-05,2.189895087281958e-05,0.000854603,0.06344621230448572,0.28904892699818197
1,4380811,5913893,-0.00031025,0.00077109,-4.986039263658892e-06,7.138534863426105e-06,0.000575148,0.9119891173536575,inf
1,5913893,7247335,-0.000271,0.00077385,2.475117588571123e-06,3.773340245850377e-05,0.000438584,0.055712742855058964,0.055712742855058964
1,7247335,9365199,-0.00035434,0.00076798,-3.1488698812950466e-05,3.384840115940458e-05,0.0010308,0.14538708595830677,0.14538708595830677
1,9365199,10806984,-0.00025914,0.00077468,-5.443799922339012e-06,3.5859748808888e-05,0.00129231,0.0655779108599228,0.0655779108599228
1,10806984,11777841,-0.00028662,0.00077275,-2.8950758598943068e-05,3.3036148138428614e-05,0.000378235,0.07886664732765053,0.12386936921351106
1,11777841,12779466,-0.00025432,0.00077502,-3.739780707841344e-07,3.396887316962114e-05,0.00113939,0.01145896772684129,0.01145896772684129
1,12779466,14891511,-0.00020779,0.00077827,-3.174158728418707e-05,3.210898014735523e-05,9.63514e-05,0.15263678266527017,0.15263678266527017
1,14891511,16897730,-0.00036952,0.00076691,-3.495637657262199e-05,4.593987675398815e-05,0.000878801,0.0838001371081442,0.0838001371081442
1,16897730,18662899,-0.00026724,0.00077411,7.522887033382824e-06,3.1445522361239524e-05,0.000689587,0.02733666191467906,0.02733666191467906
1,18662899,20469149,-0.00037564,0.00076647,4.545715971099695e-05,4.208368722498026e-05,4.86632e-05,0.02832028897327485,0.02832028897327485
1,20469149,21736588,-0.00034595,0.00076857,1.9804242582726176e-05,3.2664692595940564e-05,0.000133321,0.11939510028269158,0.11939510028269158
1,21736588,23086883,-0.00030294,0.00077161,1.9293513380597714e-05,3.274426046539818e-05,0.000237968,0.0037977215705463107,0.0037977215705463107
