chr,start,end,gwas_h2,gwas_h2_se,burden_h2,burden_h2_se,min_gwas_p,min_burden_p,min_burden_p_no_multi
1,10583,1892607,0.00055032,7.8951e-05,3.4378635249710597e-06,7.812289909563072e-06,6.26629e-11,0.02111978587565916,0.02111978587565916
1,1892607,3582736,0.00016739,6.0961e-05,1.493399974710597e-05,5.102683625738245e-06,2.79761e-11,0.009568677884802838,0.009568677884802838
1,3582736,4380811,6.7193e-05,5.5296e-05,3.77303938278509e-06,3.0043887036850957e-06,4.10328e-07,0.030852458369121472,0.030852458369121472
1,4380811,5913893,2.2533e-05,5.2575e-05,-1.2850606517238776e-06,1.3846600682525084e-06,1.33563e-05,0.7105408363547899,inf
1,5913893,7247335,0.00014685,5.9843e-05,1.31579916924901e-06,4.892462208386152e-06,1.29632e-06,0.01882031988464015,0.01882031988464015
1,7247335,9365199,8.7715e-05,5.6502e-05,4.8773542045793515e-06,4.302892480982632e-06,3.02797e-08,0.021976796679770063,0.021976796679770063
1,9365199,10806984,0.0003252,6.8946e-05,-8.623380052002745e-07,4.553953508425135e-06,1.46997e-08,0.11242016649543106,0.1141942745179743
1,10806984,11777841,0.00072359,8.5862e-05,-2.1101018365913864e-06,4.192811928449262e-06,2.67538e-19,0.04578965666902226,0.04578965666902226
1,11777841,12779466,4.1052e-05,5.372e-05,-1.598798309193806e-06,4.459259102157912e-06,0.000140083,0.03883691012710672,0.03883691012710672
1,12779466,14891511,4.0298e-05,5.3674e-05,3.473707322193576e-06,4.044445146327066e-06,2.72966e-06,0.015444941436903217,0.015444941436903217
1,14891511,16897730,8.8584e-05,5.6553e-05,4.909025785446492e-06,6.052229048252489e-06,1.72744e-10,0.036549214130553384,0.036549214130553384
1,16897730,18662899,6.0787e-05,5.4914e-05,7.614573360629366e-06,3.994780633622818e-06,1.81459e-05,0.004541546570814929,0.004541546570814929
1,18662899,20469149,2.32e-05,5.2616e-05,-1.7131043510804012e-07,5.346056540467155e-06,0.000145154,0.0359895063980038,0.0359895063980038
1,20469149,21736588,0.00018899,6.2115e-05,-1.9155809593969493e-06,4.146256385025769e-06,9.29217e-09,0.0524880202795641,0.0524880202795641
1,21736588,23086883,0.00025268,6.5398e-05,9.398593219721206e-06,4.311658809537711e-06,2.39214e-12,0.006230260339233635,0.006230260339233635
1,23086883,23920590,0.00081298,8.6625e-05,-2.548282637913447e-06,3.878876759910712e-06,2.8644e-12,0.05212406507129402,0.05212406507129402
1,23920590,25516845,7.0456e-05,5.549e-05,4.0395943475549413e-07,5.10719336944136e-06,3.33612e-07,0.015893048900471208,0.015893048900471208
1,25516845,27401867,0.00068485,8.4366e-05,1.2486013281482582e-05,8.405914946396018e-06,2.82568e-11,0.0027298474714851882,0.0027298474714851882
1,27401867,30161881,7.6757e-05,5.5861e-05,1.4610229052853708e-05,6.931212343123696e-06,4.79774e-05,0.00015724493868580653,0.00015724493868580653
1,30161881,32438685,0.00028672,6.7087e-05,-8.728039398946181e-07,4.524997967016515e-06,1.03408e-12,0.04979011945179313,0.04979011945179313
1,32438685,34799758,0.00028991,6.7243e-05,1.0484418522632075e-05,6.978092110298881e-06,2.44471e-19,0.013949171175601632,0.013949171175601632
1,34799758,37549183,0.0001322,5.9034e-05,-2.3457807233118107e-06,6.578747116385149e-06,3.33474e-12,0.050471998892560016,0.050471998892560016
1,37549183,38731847,0.00022243,6.386e-05,-1.4058611923858017e-06,4.727007324157996e-06,2.71932e-11,0.11246015744314491,0.11246015744314491
1,38731847,40200567,0.00056923,7.9735e-05,5.635017352037127e-07,4.074914540732935e-06,7.566130000000001e-18,0.05847716308452526,0.05847716308452526
1,40200567,41975327,0.00036475,7.0806e-05,-3.062123836076573e-06,5.592099413530165e-06,2.48138e-25,0.009234060514494402,0.009234060514494402
1,41975327,43758457,0.00055946,7.9331e-05,1.0387569756876252e-07,5.182694747022178e-06,1.26526e-09,0.007297544642079885,0.007297544642079885
1,43758457,44969183,0.00021224,6.3333e-05,2.3912195060609774e-06,4.985183213196957e-06,2.20597e-05,0.0010236362993210862,0.0010236362993210862
1,44969183,46899501,0.00023307,6.4405e-05,5.8680895219649215e-06,6.587226637577646e-06,2.73932e-06,0.0012789549780176808,0.018907123421360767
1,46899501,48002576,0.00043143,7.228e-05,-2.7787674791491276e-06,4.72060549668984e-06,9.56855e-07,0.05240315642754029,0.11660490585826662
1,48002576,48978188,6.4579e-05,5.514e-05,1.4895695584582012e-06,1.9262404464681126e-06,0.000147439,0.05240315642754029,0.07458375533462021
1,48978188,49894177,0.0010303,9.2445e-05,-9.282812156679981e-07,1.3424945719391052e-06,7.55874e-10,0.5155110714109921,0.5267235064666249
1,49894177,51713726,0.0027681,0.00014128,5.707443073668794e-06,2.666483847051774e-06,2.07301e-15,0.0035326934194684747,0.0035326934194684747
1,51713726,54226262,0.00013984,5.9457e-05,2.250133349171773e-06,6.2039085648459625e-06,7.78115e-06,0.0008691099767279117,0.0008691099767279117
1,54226262,56413117,3.1724e-05,5.3146e-05,-5.979270458037254e-06,5.484122219500488e-06,9.27544e-09,0.056426380657661535,0.0835699794396395
1,56413117,57021728,0.0013051,0.00010264,1.6726223880492249e-06,8.961968065646138e-07,3.46995e-20,0.056426380657661535,inf
1,57021728,58865399,6.2184e-05,5.4997e-05,-2.001898067837435e-06,2.5406484472778462e-06,2.38845e-08,0.056426380657661535,0.3153273541882626
1,58865399,59890409,0.00015855,6.0483e-05,-3.787985974527013e-07,1.7024177729002161e-06,4.89044e-05,0.10224685796617937,0.4206153538246139
1,59890409,61922365,7.8859e-05,5.5985e-05,2.2502081387153275e-06,2.3399394072858623e-06,1.32162e-05,0.056792178913889976,0.056792178913889976
1,61922365,63455089,0.00019665,6.2519e-05,1.458420475556591e-06,3.1000362208659307e-06,9.46834e-13,0.04643696415082255,0.17215850600258548
1,63455089,65041704,9.5697e-05,5.6965e-05,-1.2387038648529293e-06,3.0883029426863453e-06,5.09631e-07,0.04643696415082255,0.05978712494444951
1,65041704,66939404,0.00021142,6.329e-05,-1.981620442084163e-06,3.0557599813563468e-06,2.45938e-08,0.0715180522836367,0.0715180522836367
1,66939404,68477895,6.8748e-05,5.5388e-05,4.653407487727144e-06,3.841101746719313e-06,1.15989e-05,0.018588035716437093,0.018588035716437093
