chr,start,end,gwas_h2,gwas_h2_se,burden_h2,burden_h2_se,min_gwas_p,min_burden_p,min_burden_p_no_multi
1,10583,1892607,0.0006918,9.5601e-05,1.7082245236532047e-05,1.1670624040468065e-05,2.70278e-12,0.022280276331003112,0.022280276331003112
1,1892607,3582736,6.2746e-05,6.4892e-05,6.945631999401506e-06,7.622790401500039e-06,1.18664e-07,0.004803124721275917,0.004803124721275917
1,3582736,4380811,4.9565e-05,6.4091e-05,-2.087392207570668e-06,4.488193233655108e-06,0.000118774,0.15249421411023642,0.15249421411023642
1,4380811,5913893,3.9917e-05,6.3499e-05,-3.624673707952773e-07,2.068503739346015e-06,2.12741e-07,0.25703156002103966,inf
1,5913893,7247335,0.00012689,6.8655e-05,1.8270080607879148e-06,7.308751214594172e-06,3.83064e-07,0.005895292370716128,0.005895292370716128
1,7247335,9365199,0.00014994,6.9958e-05,3.3589142119426927e-06,6.427993452698714e-06,3.07922e-08,0.03317142640721775,0.03317142640721775
1,9365199,10806984,0.00012413,6.8497e-05,1.6667690316585217e-05,6.803051803558151e-06,4.1861e-05,0.001761259737328096,0.001761259737328096
1,10806984,11777841,3.7251e-05,6.3334e-05,1.2858738110117087e-05,6.263551084714085e-06,1.70023e-05,0.02014155575373378,0.02014155575373378
1,11777841,12779466,0.00013863,6.9322e-05,1.3157022763103906e-05,6.66159176195481e-06,1.66445e-07,0.0015965480919295902,0.0015965480919295902
1,12779466,14891511,-4.0243e-05,5.8344e-05,2.6035672625547955e-06,6.04191751666244e-06,1.40917e-05,0.012062573669101125,0.012062573669101125
1,14891511,16897730,2.8956e-05,6.2819e-05,2.7015976285194195e-05,9.0413017181349e-06,1.50977e-06,0.00037460783325888247,0.00037460783325888247
1,16897730,18662899,4.7841e-06,6.1293e-05,-2.5562547275169478e-06,5.9677080551811445e-06,1.07915e-05,0.033633056098257896,0.033633056098257896
1,18662899,20469149,3.668e-05,6.3299e-05,-1.0088925384897627e-05,7.986356768013037e-06,2.01224e-05,0.15221746949543213,0.15221746949543213
1,20469149,21736588,0.00012454,6.8521e-05,-1.5148519140832684e-06,6.193995997301432e-06,6.4224e-05,0.10869497303957039,0.10869497303957039
1,21736588,23086883,5.4242e-05,6.4376e-05,1.6379809194153755e-05,6.4411010866929805e-06,6.85343e-05,0.002263604502861523,0.002263604502861523
1,23086883,23920590,0.0016889,0.00012768,-5.584619187189514e-07,5.794565075667678e-06,1.94719e-11,0.11275472483778695,0.11275472483778695
1,23920590,25516845,7.2192e-05,6.546e-05,1.6481997648673344e-06,7.62953444241678e-06,0.000108638,0.04890284865157363,0.04890284865157363
